step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,mac_iters,visc_iters,nodal_iters,umax,max_dudt,rms_dudt
0,0,0,0.25,6.7224e-13,6.21725e-15,11,3,6,0.990393,0,0
10,0.167231,0.0177379,0.192049,2.19735e-12,0.00939921,10,3,6,0.868705,0.692504,0.491809
12,0.2,0.0147827,0.182379,2.01794e-12,0.00753681,10,3,6,0.846621,0.675301,0.479098
