step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,mac_iters,visc_iters,nodal_iters,umax,max_dudt,rms_dudt
2160,11.25,0.00520833,0.0341988,5.39169e-12,1.41457,9,2,3,0.968237,0.000351799,0.000208011
2180,11.3542,0.00520833,0.0342014,5.39302e-12,1.41457,9,2,3,0.968238,0.000332543,0.000196613
2200,11.4583,0.00520833,0.0342038,5.39302e-12,1.41457,9,2,3,0.968239,0.000314338,0.000185839
2220,11.5625,0.00520833,0.034206,5.39302e-12,1.41457,9,2,3,0.96824,0.000297129,0.000175656
2240,11.6667,0.00520833,0.0342082,5.38902e-12,1.41457,9,2,3,0.96824,0.00028086,0.00016603
2260,11.7708,0.00520833,0.0342102,5.39169e-12,1.41457,9,2,3,0.968241,0.000265481,0.000156931
2280,11.875,0.00520833,0.0342121,5.39702e-12,1.41457,9,2,3,0.968242,0.000250942,0.00014833
2300,11.9792,0.00520833,0.0342139,5.39035e-12,1.41457,9,2,3,0.968243,0.0002372,0.000140201
2320,12.0833,0.00520833,0.0342156,5.39835e-12,1.41457,9,2,3,0.968243,0.000224209,0.000132517
2340,12.1875,0.00520833,0.0342172,5.39435e-12,1.41457,9,2,3,0.968244,0.000211927,0.000125254
2360,12.2917,0.00520833,0.0342188,5.39302e-12,1.41457,9,2,3,0.968244,0.000200318,0.000118389
2380,12.3958,0.00520833,0.0342202,5.39435e-12,1.41457,9,2,3,0.968245,0.000189343,0.0001119
2400,12.5,0.00520833,0.0342216,5.39035e-12,1.41457,9,2,3,0.968245,0.00017897,0.000105766
2420,12.6042,0.00520833,0.0342228,5.39568e-12,1.41457,9,2,3,0.968246,0.000169165,9.99688e-05
2440,12.7083,0.00520833,0.0342241,5.38902e-12,1.41457,9,2,3,0.968246,0.000159896,9.4489e-05
2460,12.8125,0.00520833,0.0342252,5.39169e-12,1.41457,9,2,3,0.968247,0.000151135,8.93095e-05
2480,12.9167,0.00520833,0.0342263,5.39302e-12,1.41457,9,2,3,0.968247,0.000142854,8.44139e-05
2500,13.0208,0.00520833,0.0342273,5.39702e-12,1.41457,9,2,3,0.968247,0.000135026,7.97866e-05
2520,13.125,0.00520833,0.0342283,5.39568e-12,1.41457,9,2,3,0.968248,0.000127626,7.54128e-05
2540,13.2292,0.00520833,0.0342292,5.39568e-12,1.41457,9,2,3,0.968248,0.000120632,7.12788e-05
2560,13.3333,0.00520833,0.0342301,5.39302e-12,1.41457,9,2,3,0.968249,0.000114021,6.73713e-05
2580,13.4375,0.00520833,0.0342309,5.39435e-12,1.41457,9,2,3,0.968249,0.000107772,6.3678e-05
2600,13.5417,0.00520833,0.0342317,5.39568e-12,1.41457,9,2,3,0.968249,0.000101866,6.01872e-05
2607,13.5781,0.00520833,0.034232,5.39169e-12,1.41457,9,2,3,0.968249,9.98759e-05,5.90111e-05
