step,time,dt,area_heaviside,area_sharp,area_loss_pct,interface_error,grad_err_max_band,grad_err_mean_band,sign_guard_hits
660,1.35164,0.00226381,0.070893,0.070858,-0.243566,0.112428,0.961752,0.0147878,0
680,1.39717,0.00228813,0.0709127,0.0708746,-0.267096,0.111838,0.962348,0.0144155,0
700,1.4432,0.00231401,0.0709376,0.0709015,-0.305089,0.111668,0.95678,0.0144537,0
720,1.48977,0.00234157,0.070966,0.070929,-0.343945,0.111823,0.927101,0.0136793,0
740,1.53691,0.00237097,0.0709929,0.0709523,-0.376973,0.112204,0.94748,0.0129412,0
760,1.58465,0.00240236,0.0710129,0.0709718,-0.404604,0.112754,0.94546,0.0121229,0
780,1.63305,0.00243592,0.0710251,0.070992,-0.433098,0.113413,0.927077,0.0117234,0
800,1.68214,0.00247186,0.0710294,0.0709889,-0.428781,0.114137,0.919706,0.0129251,0
820,1.73198,0.0025104,0.0710357,0.0709978,-0.441301,0.114926,0.940627,0.0147247,0
840,1.78262,0.00255184,0.0710488,0.0709962,-0.439143,0.115748,0.931881,0.0176736,0
860,1.83412,0.00259647,0.0710766,0.0710275,-0.483396,0.116606,0.967061,0.0188989,0
880,1.88654,0.00264466,0.0711267,0.0710876,-0.568447,0.117499,0.983555,0.0230364,0
900,1.93998,0.00269685,0.0711885,0.071144,-0.648103,0.118391,0.987498,0.0267029,0
920,1.9945,0.00275354,0.0712671,0.0712206,-0.756468,0.119298,0.9805,0.0269287,0
940,2.05021,0.00281534,0.0713558,0.0713254,-0.904769,0.120211,0.973941,0.0282433,0
960,2.10722,0.00288296,0.0714451,0.0714029,-1.01443,0.121091,0.983052,0.0279312,0
980,2.16565,0.00295729,0.0715507,0.0715085,-1.16381,0.121968,0.988354,0.0279818,0
1000,2.22564,0.00303941,0.0716439,0.0716035,-1.2983,0.122826,0.986303,0.0282318,0
1020,2.28737,0.00313065,0.0717511,0.0717085,-1.44681,0.12366,0.986238,0.0283281,0
1040,2.35104,0.00323271,0.0718449,0.071803,-1.58044,0.124471,0.988767,0.0289579,0
1060,2.41688,0.00334776,0.0719519,0.071915,-1.73888,0.12529,0.98983,0.0301532,0
1080,2.48518,0.0034786,0.072049,0.0720094,-1.8725,0.124917,0.982141,0.0318635,0
1100,2.55629,0.00362902,0.0721613,0.0721184,-2.02663,0.123444,0.983645,0.0343644,0
1120,2.63066,0.00380416,0.072279,0.0722272,-2.18055,0.121584,0.98525,0.0342644,0
1140,2.70886,0.00401132,0.0723925,0.0723425,-2.34374,0.120202,0.969496,0.0375907,0
1160,2.79163,0.00426118,0.0725233,0.0724779,-2.53522,0.119158,0.979206,0.0385065,0
1180,2.87998,0.0045702,0.0726367,0.0725969,-2.70359,0.118424,0.989456,0.0396149,0
1200,2.97536,0.00496531,0.0727597,0.0727115,-2.86571,0.117983,0.989057,0.0401024,0
1220,3.07994,0.00549442,0.0728846,0.0728326,-3.03711,0.117758,0.994533,0.0416515,0
1240,3.19729,0.00625345,0.0729897,0.072944,-3.19469,0.117715,0.992814,0.0434339,0
1260,3.33406,0.00747324,0.0731246,0.073075,-3.37991,0.117829,0.997312,0.0419807,0
1280,3.50583,0.00993206,0.0732381,0.0731882,-3.54008,0.118018,0.983542,0.044989,0
1300,3.77998,0.0206952,0.0733726,0.073316,-3.72098,0.118311,0.993418,0.0439217,0
1320,4.47955,0.0106687,0.0733737,0.0733218,-3.72918,0.11824,0.994672,0.0467026,0
1340,4.65742,0.00773996,0.0734885,0.0734369,-3.89195,0.118292,0.99882,0.0429091,0
1360,4.79679,0.00639544,0.0735507,0.0734908,-3.96815,0.118435,0.991009,0.04324,0
1380,4.91561,0.00558406,0.0735983,0.0735541,-4.05773,0.118743,0.983495,0.0383794,0
1400,5.02114,0.00502764,0.0736246,0.0735799,-4.09421,0.119227,0.958996,0.0360185,0
1420,5.11719,0.00461633,0.0736333,0.0735756,-4.08817,0.119932,0.992683,0.0346879,0
1440,5.20604,0.00429685,0.0736316,0.0735887,-4.10673,0.120906,0.99591,0.0320527,0
1460,5.28919,0.00403981,0.0736139,0.0735724,-4.08364,0.122192,0.979674,0.0319579,0
1480,5.36769,0.00382749,0.0735931,0.0735518,-4.05449,0.123692,0.939333,0.0271061,0
1500,5.44231,0.00364849,0.073559,0.0735181,-4.00679,0.125517,0.902865,0.0275348,0
1520,5.51364,0.00349513,0.0735186,0.0734776,-3.94958,0.12716,0.884542,0.0235471,0
1540,5.58211,0.00336196,0.0734662,0.073428,-3.87943,0.127673,0.867447,0.0195149,0
1560,5.6481,0.00324507,0.0734188,0.0733798,-3.81121,0.126951,0.879445,0.0219032,0
1580,5.71189,0.00314149,0.0733621,0.0733171,-3.72249,0.12609,0.840059,0.0162124,0
1600,5.77373,0.003049,0.0733119,0.0732671,-3.65169,0.125215,0.833955,0.0168264,0
1620,5.83383,0.00296584,0.0732571,0.0732123,-3.57419,0.124318,0.810157,0.0134714,0
1640,5.89234,0.00289062,0.0732066,0.0731764,-3.52346,0.123433,0.877607,0.0129627,0
1660,5.94942,0.00282224,0.0731495,0.0731068,-3.42502,0.122504,0.805498,0.0127777,0
1680,6.0052,0.0027598,0.0730979,0.0730649,-3.36566,0.121567,0.838528,0.00899585,0
1700,6.05979,0.00270254,0.0730475,0.0730205,-3.30284,0.120605,0.884887,0.0112963,0
1720,6.11328,0.00264986,0.0730031,0.0729637,-3.22254,0.119654,0.876542,0.00759873,0
1740,6.16576,0.00260123,0.072968,0.0729306,-3.1757,0.118775,0.787653,0.00780621,0
1760,6.21731,0.00255621,0.0729345,0.0728979,-3.1295,0.117915,0.845341,0.00702704,0
1780,6.26799,0.00251444,0.0729058,0.0728688,-3.08827,0.117037,0.786294,0.00661055,0
1800,6.31786,0.00247559,0.0728784,0.0728415,-3.04963,0.116124,0.777695,0.00605032,0
1820,6.36699,0.00243937,0.0728503,0.0728163,-3.01401,0.115269,0.671652,0.00612034,0
1840,6.41542,0.00240557,0.0728291,0.0727985,-2.98876,0.114591,0.828613,0.00657164,0
1860,6.4632,0.00237395,0.0728091,0.0727748,-2.9553,0.114109,0.69767,0.00627543,0
1880,6.51036,0.00234435,0.072797,0.0727644,-2.94062,0.113775,0.66172,0.00667988,0
1900,6.55695,0.00231659,0.0727896,0.0727582,-2.93177,0.113565,0.679303,0.00666838,0
1920,6.60301,0.00229054,0.0727833,0.0727528,-2.92421,0.113605,0.739808,0.00661254,0
1940,6.64856,0.00226607,0.0727806,0.0727396,-2.90543,0.114137,0.721933,0.0061897,0
1960,6.69364,0.00224306,0.0727755,0.0727417,-2.90845,0.115315,0.590551,0.00567432,0
1980,6.73827,0.00222141,0.0727767,0.0727454,-2.91363,0.117142,0.803344,0.00613158,0
2000,6.78248,0.00220104,0.0727764,0.0727509,-2.92141,0.119727,0.784614,0.00587619,0
2020,6.8263,0.00218186,0.0727788,0.0727478,-2.91709,0.123329,0.720584,0.00552069,0
2040,6.86975,0.0021638,0.0727803,0.0727466,-2.91536,0.128041,0.728566,0.0056284,0
2060,6.91284,0.00214678,0.0727811,0.0727536,-2.92529,0.133605,0.867401,0.00601006,0
2080,6.95561,0.00213077,0.0727833,0.0727486,-2.91817,0.138592,0.755775,0.00570101,0
2100,6.99806,0.00211568,0.0727849,0.0727521,-2.92313,0.142259,0.743898,0.00613457,0
2120,7.04023,0.00210149,0.0727876,0.0727475,-2.91666,0.143442,0.594002,0.0062335,0
2140,7.08211,0.00208814,0.0727908,0.0727588,-2.93263,0.143453,0.698845,0.00660395,0
2160,7.12374,0.00207559,0.0727943,0.0727628,-2.93824,0.143457,0.589231,0.00686217,0
2180,7.16513,0.00206381,0.0727993,0.0727672,-2.9445,0.143462,0.706215,0.00702593,0
2200,7.20629,0.00205276,0.072804,0.0727693,-2.94753,0.143464,0.694226,0.00743766,0
2220,7.24724,0.00204241,0.0728102,0.0727812,-2.96436,0.143476,0.700197,0.00772803,0
2240,7.28798,0.00203274,0.0728168,0.0727759,-2.95681,0.14347,0.697857,0.00834939,0
2260,7.32854,0.00202371,0.0728231,0.0727843,-2.96868,0.143479,0.699372,0.00854733,0
2280,7.36892,0.00201531,0.0728293,0.0727974,-2.98725,0.143492,0.667859,0.00956181,0
2300,7.40915,0.00200751,0.0728353,0.0728004,-2.99156,0.143495,0.824863,0.00959914,0
2320,7.44922,0.00200029,0.0728414,0.0728099,-3.00495,0.143504,0.677327,0.010077,0
2340,7.48916,0.00199364,0.0728462,0.0728093,-3.00408,0.143504,0.651062,0.0109479,0
2360,7.52896,0.00198754,0.07285,0.0728168,-3.01466,0.143511,0.620756,0.0117552,0
2380,7.56866,0.00198197,0.0728544,0.0728267,-3.02869,0.143521,0.640685,0.0119603,0
2400,7.60824,0.00197693,0.0728599,0.0728252,-3.02653,0.14352,0.601953,0.0125355,0
2420,7.64773,0.0019724,0.0728642,0.0728342,-3.03927,0.143529,0.502211,0.0125244,0
2440,7.68714,0.00196837,0.0728677,0.0728345,-3.0397,0.143198,0.532545,0.013415,0
2460,7.72647,0.00196483,0.072874,0.0728412,-3.0492,0.132964,0.604382,0.0146634,0
2480,7.76573,0.00196178,0.0728796,0.0728476,-3.05827,0.117873,0.768777,0.0153799,0
2500,7.80494,0.00195921,0.0728854,0.0728532,-3.06625,0.100611,0.90343,0.0166949,0
2520,7.8441,0.0019571,0.0728911,0.0728627,-3.07964,0.0820988,0.654475,0.0179856,0
2540,7.88322,0.00195547,0.0728991,0.0728688,-3.08827,0.0628914,0.827866,0.0190397,0
2560,7.92232,0.0019543,0.0729089,0.0728769,-3.09971,0.0432303,0.930263,0.019108,0
2580,7.9614,0.00195359,0.0729174,0.0728857,-3.11223,0.0239633,0.935602,0.0198867,0
2600,8,0.00148757,0.0729261,0.0728946,-3.12475,0.00747437,0.930734,0.0208041,0
