step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,area_pos,interface_ymin,interface_ymax,mac_iters,visc_iters,nodal_iters,umax,yc,vc,circularity,pmax_minus_pmin
540,1.42648,0.00264164,19.7604,1.6804e-11,0.137116,0.195009,0.597867,0.983086,11,3,7,0.428703,0.768024,0.220688,0.92778,1806.04
550,1.4529,0.00264164,19.8592,3.56193e-11,0.119468,0.1949,0.604684,0.988398,10,3,7,0.433442,0.773945,0.219332,0.925756,1806.06
560,1.47932,0.00264164,19.9459,1.47288e-11,0.126882,0.19484,0.611596,0.993827,11,3,7,0.437454,0.779818,0.217987,0.923233,1806.17
570,1.50573,0.00264164,20.0207,7.13865e-11,0.175508,0.194805,0.618175,0.999214,12,3,7,0.441625,0.785649,0.216663,0.920734,1806.37
580,1.53215,0.00264164,20.0868,2.03055e-11,0.216313,0.194695,0.624592,1.00435,11,3,7,0.44508,0.791478,0.215383,0.919169,1806.49
590,1.55857,0.00264164,20.1445,1.37488e-11,0.135728,0.194543,0.631231,1.00947,11,3,7,0.448499,0.79729,0.214114,0.917735,1806.56
600,1.58498,0.00264164,20.1923,2.54485e-11,0.212909,0.194439,0.637897,1.01475,10,3,7,0.45239,0.803043,0.21286,0.916091,1806.65
610,1.6114,0.00264164,20.2307,5.65628e-11,0.271534,0.194385,0.644333,1.02011,11,3,7,0.455918,0.808742,0.211594,0.914211,1806.73
620,1.63782,0.00264164,20.2609,7.03566e-11,0.196777,0.194298,0.650657,1.02539,11,3,7,0.4595,0.814445,0.210332,0.91289,1806.6
630,1.66423,0.00264164,20.2846,2.2905e-11,0.227659,0.194201,0.657152,1.03041,10,3,7,0.462802,0.820109,0.209085,0.911746,1806.38
640,1.69065,0.00264164,20.3016,8.28448e-11,0.298699,0.19411,0.6636,1.0355,9,3,7,0.466014,0.825721,0.207924,0.910662,1806.28
650,1.71707,0.00264164,20.3117,1.36531e-11,0.25258,0.194048,0.669848,1.04073,10,3,7,0.468714,0.83128,0.206752,0.909428,1806.3
660,1.74348,0.00264164,20.3149,2.07034e-11,0.205151,0.193994,0.675982,1.04602,10,3,7,0.471156,0.836834,0.205571,0.908258,1806.11
670,1.7699,0.00264164,20.3126,1.9198e-11,0.278759,0.193957,0.682217,1.05119,10,3,7,0.474372,0.842352,0.204413,0.907599,1805.86
680,1.79631,0.00264164,20.3057,3.60529e-11,0.279164,0.193919,0.688395,1.05613,9,3,7,0.477076,0.847816,0.20335,0.907015,1805.71
690,1.82273,0.00264164,20.2961,8.85736e-12,0.194811,0.193826,0.694409,1.06117,10,3,7,0.479207,0.853273,0.202373,0.906577,1805.64
700,1.84915,0.00264164,20.2836,7.79856e-11,0.215317,0.19372,0.700299,1.06634,10,3,8,0.480653,0.858727,0.201428,0.90618,1805.68
710,1.87556,0.00264164,20.2669,1.37756e-11,0.237455,0.193672,0.706237,1.07156,10,3,8,0.482094,0.864141,0.200464,0.905803,1805.34
720,1.90198,0.00264164,20.2474,3.31823e-11,0.214266,0.193648,0.712153,1.07664,10,3,8,0.483991,0.86951,0.199576,0.906008,1805.11
730,1.9284,0.00264164,20.2274,2.37543e-11,0.2707,0.193559,0.717949,1.08152,10,3,8,0.485338,0.874883,0.198775,0.906346,1805
740,1.95481,0.00264164,20.2072,9.72966e-11,0.236721,0.193431,0.723593,1.08651,10,3,8,0.486016,0.880242,0.198021,0.906278,1804.96
750,1.98123,0.00264164,20.1856,6.34938e-11,0.193936,0.193342,0.729174,1.09163,9,3,8,0.485949,0.885568,0.197291,0.906302,1804.66
760,2.00765,0.00264164,20.1621,1.69653e-11,0.232566,0.193311,0.73471,1.09678,10,3,8,0.486686,0.890857,0.196591,0.906771,1804.4
770,2.03406,0.00264164,20.1392,1.84399e-11,0.285574,0.193236,0.74021,1.10181,11,3,8,0.487284,0.896165,0.195981,0.907709,1804.24
780,2.06048,0.00264164,20.1179,2.9271e-11,0.218155,0.193116,0.745655,1.10663,11,3,8,0.487266,0.901464,0.195411,0.908292,1804.12
790,2.08689,0.00264164,20.0974,3.54183e-11,0.163509,0.193002,0.750955,1.11158,10,3,8,0.486532,0.906721,0.194874,0.908497,1803.84
800,2.11331,0.00264164,20.0764,1.18283e-11,0.247039,0.192948,0.756197,1.11666,10,3,7,0.485992,0.911937,0.194366,0.908929,1803.55
810,2.13973,0.00264164,20.0563,3.62466e-11,0.269812,0.192879,0.761401,1.12177,10,3,7,0.486046,0.917177,0.193935,0.910025,1803.39
820,2.16614,0.00264164,20.0386,1.06651e-11,0.18714,0.192785,0.766492,1.12676,10,3,7,0.485522,0.922432,0.193547,0.91112,1803.19
830,2.19256,0.00264164,20.0231,1.02696e-11,0.154862,0.192692,0.771532,1.13155,10,3,7,0.484346,0.927648,0.193176,0.911839,1802.88
840,2.21898,0.00264164,20.0092,8.81673e-12,0.237588,0.192605,0.776525,1.13647,10,3,7,0.483084,0.932822,0.19285,0.912021,1802.63
850,2.24539,0.00264164,19.9963,8.07521e-11,0.241942,0.192525,0.781384,1.14151,10,3,7,0.482816,0.938008,0.19259,0.91291,1802.5
860,2.27181,0.00264164,19.9857,8.08353e-11,0.158784,0.192446,0.786176,1.14659,9,3,7,0.48201,0.943213,0.192364,0.914222,1802.29
870,2.29823,0.00264164,19.9778,5.21105e-11,0.141364,0.192398,0.790907,1.15157,10,3,7,0.48061,0.948396,0.192143,0.915243,1801.92
880,2.32464,0.00264164,19.9728,8.04423e-11,0.213554,0.192328,0.795589,1.15634,10,3,7,0.479044,0.953555,0.191978,0.915675,1801.66
890,2.35106,0.00264164,19.9699,5.59719e-11,0.21258,0.192215,0.800205,1.16124,11,3,7,0.478653,0.95872,0.191876,0.916006,1801.58
900,2.37747,0.00264164,19.9691,4.29634e-11,0.13719,0.192129,0.804762,1.16626,10,3,7,0.477766,0.963893,0.191793,0.917277,1801.45
910,2.40389,0.00264164,19.9705,1.99332e-11,0.139589,0.192106,0.809326,1.17134,10,3,7,0.476329,0.969043,0.191699,0.918301,1801.05
920,2.43031,0.00264164,19.9752,5.51266e-11,0.180499,0.192074,0.813941,1.17631,10,3,7,0.474709,0.974193,0.191672,0.919016,1800.77
930,2.45672,0.00264164,19.9826,2.54674e-11,0.185761,0.191983,0.818604,1.18109,12,3,7,0.474354,0.979356,0.191704,0.919282,1800.68
940,2.48314,0.00264164,19.9928,3.33922e-11,0.125116,0.191873,0.823298,1.18598,11,3,7,0.473547,0.984517,0.191747,0.919955,1800.68
950,2.50956,0.00264164,20.0049,4.43823e-11,0.139154,0.191834,0.827978,1.191,12,3,7,0.472221,0.989664,0.19176,0.920873,1800.35
960,2.53597,0.00264164,20.0199,2.27702e-11,0.14093,0.191822,0.832652,1.19608,11,3,7,0.470648,0.994806,0.191832,0.921696,1800.04
970,2.56239,0.00264164,20.0375,3.58242e-11,0.160473,0.191767,0.837392,1.20108,10,3,7,0.47044,0.999973,0.191969,0.922186,1799.96
980,2.58881,0.00264164,20.0578,1.38611e-11,0.107655,0.191683,0.842192,1.20588,10,3,7,0.469834,1.00514,0.192116,0.922477,1800
990,2.61522,0.00264164,20.0805,5.0222e-11,0.135757,0.191619,0.847046,1.21077,9,3,7,0.46873,1.01029,0.192213,0.922828,1799.82
1000,2.64164,0.00264164,20.1057,1.17306e-11,0.141124,0.191592,0.851915,1.21581,10,3,7,0.467323,1.01545,0.192347,0.923645,1799.55
1010,2.66805,0.00264164,20.1329,5.09761e-11,0.131427,0.191555,0.856783,1.22092,10,3,7,0.4672,1.02062,0.192545,0.924215,1799.46
1020,2.69447,0.00264164,20.1621,3.68139e-11,0.105862,0.1915,0.861711,1.22594,10,3,7,0.466867,1.0258,0.192764,0.924502,1799.54
1030,2.72089,0.00264164,20.1934,8.72535e-12,0.124295,0.191451,0.866702,1.23077,10,3,7,0.466073,1.03098,0.192923,0.924544,1799.5
1040,2.7473,0.00264164,20.2273,1.26099e-11,0.141999,0.191402,0.871748,1.23569,10,3,7,0.464938,1.03614,0.193088,0.924817,1799.31
1050,2.77372,0.00264164,20.263,6.79541e-11,0.132401,0.191363,0.876819,1.24075,10,3,7,0.464746,1.04133,0.1933,0.925451,1799.22
1060,2.80014,0.00264164,20.2997,3.84015e-11,0.103553,0.191315,0.881893,1.2459,11,3,7,0.464723,1.04653,0.193548,0.925763,1799.3
1070,2.82655,0.00264164,20.3376,5.07372e-12,0.099804,0.191279,0.887022,1.25096,10,3,7,0.464304,1.05173,0.193755,0.92571,1799.4
1080,2.85297,0.00264164,20.3772,6.18972e-11,0.129604,0.191244,0.892206,1.25582,9,3,8,0.463483,1.05693,0.193924,0.925579,1799.3
1090,2.87939,0.00264164,20.4188,1.75799e-11,0.139939,0.191195,0.897435,1.26078,10,3,8,0.463078,1.06212,0.194117,0.925851,1799.22
1100,2.9058,0.00264164,20.4611,3.02369e-11,0.122038,0.191143,0.902682,1.26589,11,3,8,0.46337,1.06734,0.194347,0.926241,1799.29
1110,2.93222,0.00264164,20.5035,1.73235e-11,0.0950422,0.191097,0.907936,1.27107,11,3,8,0.463347,1.07257,0.19458,0.926255,1799.45
1120,2.95864,0.00264164,20.5462,1.91802e-11,0.106478,0.191077,0.913235,1.27617,11,3,8,0.46289,1.07779,0.194741,0.925957,1799.53
1130,2.98505,0.00264164,20.5903,2.04015e-11,0.130797,0.191041,0.918577,1.28106,11,3,8,0.462142,1.08301,0.194896,0.925816,1799.46
1136,3,0.00174029,20.6158,2.53181e-11,0.102256,0.191011,0.921615,1.28388,11,3,8,0.462475,1.08596,0.194991,0.925905,1799.67
