step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,mac_iters,visc_iters,nodal_iters,umax,max_dudt,rms_dudt
5020,26.1458,0.00520833,0.0417812,5.46585e-12,3.00197,9,3,6,0.925235,0.687049,0.00967946
5040,26.25,0.00520833,0.0418035,5.15854e-12,2.9764,9,3,6,0.925256,1.03485,0.0148501
5060,26.3542,0.00520833,0.0418256,5.16742e-12,3.00845,9,3,6,0.925276,0.34779,0.00566334
5080,26.4583,0.00520833,0.0418471,5.46052e-12,3.00193,9,3,6,0.925297,0.686982,0.00966432
5100,26.5625,0.00520833,0.0418681,5.15321e-12,2.97636,9,3,6,0.925317,1.03476,0.0148399
5120,26.6667,0.00520833,0.0418891,5.16209e-12,3.00841,9,3,6,0.925336,0.34776,0.00564054
5140,26.7708,0.00520833,0.0419094,5.44631e-12,3.00189,9,3,6,0.925356,0.686918,0.00965096
5160,26.875,0.00520833,0.0419293,5.15321e-12,2.97632,9,3,6,0.925375,1.03466,0.0148308
5180,26.9792,0.00520833,0.0419492,5.15854e-12,3.00837,9,3,6,0.925393,0.347732,0.00562046
5200,27.0833,0.00520833,0.0419684,5.44187e-12,3.00185,9,3,6,0.925412,0.686856,0.00963917
5220,27.1875,0.00520833,0.0419872,5.15321e-12,2.97629,9,3,6,0.92543,1.03457,0.0148228
5240,27.2917,0.00520833,0.042006,5.15676e-12,3.00833,9,3,6,0.925447,0.347704,0.00560278
5260,27.3958,0.00520833,0.0420242,5.44365e-12,3.00181,9,3,6,0.925465,0.686798,0.00962877
5280,27.5,0.00520833,0.042042,5.15321e-12,2.97625,9,3,6,0.925482,1.03449,0.0148157
5300,27.6042,0.00520833,0.0420598,5.15676e-12,3.0083,9,3,6,0.925498,0.347678,0.00558724
5320,27.7083,0.00520833,0.042077,5.44453e-12,3.00177,9,3,6,0.925515,0.686742,0.00961961
5340,27.8125,0.00520833,0.0420939,5.15143e-12,2.97622,9,3,6,0.925531,1.03441,0.0148093
5360,27.9167,0.00520833,0.0421107,5.15854e-12,3.00826,9,3,6,0.925547,0.347654,0.00557359
5380,28.0208,0.00520833,0.042127,5.43565e-12,3.00174,9,3,6,0.925562,0.68669,0.00961154
5400,28.125,0.00520833,0.0421429,5.15143e-12,2.97619,9,3,6,0.925577,1.03433,0.0148037
5420,28.2292,0.00520833,0.0421588,5.15676e-12,3.00823,9,3,6,0.925592,0.347631,0.00556158
5440,28.3333,0.00520833,0.0421742,5.4392e-12,3.00171,9,3,6,0.925606,0.68664,0.00960442
5460,28.4375,0.00520833,0.0421893,5.14788e-12,2.97616,9,3,6,0.92562,1.03426,0.0147987
5480,28.5417,0.00520833,0.0422044,5.15321e-12,3.0082,9,3,6,0.925634,0.347609,0.00555103
5500,28.6458,0.00520833,0.0422189,5.43299e-12,3.00168,9,3,6,0.925648,0.686594,0.00959813
5520,28.75,0.00520833,0.0422332,5.15143e-12,2.97613,9,3,6,0.925661,1.03419,0.0147943
5540,28.8542,0.00520833,0.0422474,5.15143e-12,3.00817,9,3,6,0.925674,0.347588,0.00554174
5560,28.9583,0.00520833,0.0422612,5.42766e-12,3.00165,9,3,6,0.925687,0.68655,0.00959259
5580,29.0625,0.00520833,0.0422747,5.14788e-12,2.97611,9,3,6,0.925699,1.03413,0.0147904
5600,29.1667,0.00520833,0.0422882,5.15676e-12,3.00814,9,3,6,0.925711,0.347569,0.00553354
5620,29.2708,0.00520833,0.0423012,5.43565e-12,3.00162,9,3,6,0.925723,0.686509,0.00958766
5640,29.375,0.00520833,0.042314,5.14788e-12,2.97608,9,3,6,0.925735,1.03407,0.0147869
5660,29.4792,0.00520833,0.0423268,5.15321e-12,3.00812,9,3,6,0.925747,0.347551,0.0055263
5680,29.5833,0.00520833,0.0423391,5.42855e-12,3.0016,9,3,6,0.925758,0.68647,0.0095833
5700,29.6875,0.00520833,0.0423511,5.14788e-12,2.97606,9,3,6,0.925769,1.03401,0.0147837
5720,29.7917,0.00520833,0.0423632,5.15143e-12,3.0081,9,3,6,0.92578,0.347534,0.00551989
5740,29.8958,0.00520833,0.0423749,5.41522e-12,3.00157,9,3,6,0.92579,0.686443,0.00957958
5760,30,0.00520833,0.0423863,5.13722e-12,2.97604,9,3,6,0.925801,1.03395,0.0147808
5780,30.1042,0.00520833,0.0423978,5.15143e-12,3.00807,9,3,6,0.925811,0.347515,0.00551419
5800,30.2083,0.00520833,0.0424088,5.417e-12,3.00155,9,3,6,0.925821,0.686395,0.00957589
5820,30.3125,0.00520833,0.0424195,5.14078e-12,2.97602,9,3,6,0.925831,1.0339,0.0147782
5840,30.4167,0.00520833,0.0424304,5.14788e-12,3.00805,9,3,6,0.925841,0.3475,0.00550915
5860,30.5208,0.00520833,0.0424408,5.41167e-12,3.00153,9,3,6,0.92585,0.686362,0.00957281
5880,30.625,0.00520833,0.042451,5.14255e-12,2.976,9,3,6,0.925859,1.03385,0.014776
5900,30.7292,0.00520833,0.0424614,5.14788e-12,3.00803,9,3,6,0.925869,0.347486,0.00550469
5920,30.8333,0.00520833,0.0424712,5.41434e-12,3.00151,9,3,6,0.925878,0.686332,0.00957005
5940,30.9375,0.00520833,0.0424809,5.13722e-12,2.97598,9,3,6,0.925887,1.03381,0.0147739
5960,31.0417,0.00520833,0.0424907,5.14611e-12,3.00801,9,3,6,0.925896,0.347472,0.00550072
5980,31.1458,0.00520833,0.0425,5.41167e-12,3.00149,9,3,6,0.925904,0.686302,0.00956759
6000,31.25,0.00520833,0.0425091,5.13722e-12,2.97597,9,3,6,0.925913,1.03377,0.014772
6020,31.3542,0.00520833,0.0425184,5.14255e-12,3.008,9,3,6,0.925922,0.347459,0.0054972
6040,31.4583,0.00520833,0.0425272,5.41522e-12,3.00148,9,3,6,0.92593,0.686275,0.00956539
6060,31.5625,0.00520833,0.0425359,5.13722e-12,2.97595,9,3,6,0.925938,1.03373,0.0147704
6080,31.6667,0.00520833,0.0425447,5.14255e-12,3.00798,9,3,6,0.925946,0.347447,0.00549408
6100,31.7708,0.00520833,0.0425531,5.417e-12,3.00146,9,3,6,0.925954,0.686248,0.00956342
6120,31.875,0.00520833,0.0425613,5.14255e-12,2.97594,9,3,6,0.925962,1.03369,0.0147688
6140,31.9792,0.00520833,0.0425696,5.14788e-12,3.00796,9,3,6,0.92597,0.347435,0.00549131
6160,32.0833,0.00520833,0.0425776,5.41966e-12,3.00145,9,3,6,0.925977,0.686223,0.00956165
6180,32.1875,0.00520833,0.0425853,5.14078e-12,2.97593,9,3,6,0.925985,1.03365,0.0147674
6200,32.2917,0.00520833,0.0425933,5.14255e-12,3.00795,9,3,6,0.925992,0.347424,0.00548885
6220,32.3958,0.00520833,0.0426008,5.41789e-12,3.00143,9,3,6,0.926,0.686199,0.00956007
6240,32.5,0.00520833,0.0426082,5.13722e-12,2.97591,9,3,6,0.926007,1.03362,0.0147662
6260,32.6042,0.00520833,0.0426157,5.14788e-12,3.00794,9,3,6,0.926014,0.347413,0.00548668
6280,32.7083,0.00520833,0.0426228,5.42233e-12,3.00142,9,3,6,0.926021,0.686175,0.00955866
6300,32.8125,0.00520833,0.0426298,5.13722e-12,2.9759,9,3,6,0.926028,1.03358,0.0147651
6320,32.9167,0.00520833,0.0426369,5.14255e-12,3.00792,9,3,6,0.926035,0.347402,0.00548476
6340,33.0208,0.00520833,0.0426437,5.41522e-12,3.00141,9,3,6,0.926041,0.686153,0.0095574
6360,33.125,0.00520833,0.0426503,5.13722e-12,2.97589,9,3,6,0.926048,1.03355,0.014764
6380,33.2292,0.00520833,0.0426571,5.14255e-12,3.00791,9,3,6,0.926054,0.347393,0.00548307
6400,33.3333,0.00520833,0.0426635,5.41434e-12,3.00139,9,3,6,0.92606,0.686132,0.00955627
6420,33.4375,0.00520833,0.0426698,5.13722e-12,2.97588,9,3,6,0.926066,1.03352,0.0147631
6440,33.5417,0.00520833,0.0426763,5.14255e-12,3.0079,9,3,6,0.926073,0.347383,0.00548158
6460,33.6458,0.00520833,0.0426824,5.41522e-12,3.00138,9,3,6,0.926079,0.686112,0.00955526
6480,33.75,0.00520833,0.0426883,5.13722e-12,2.97587,9,3,6,0.926084,1.03349,0.0147622
6500,33.8542,0.00520833,0.0426945,5.14611e-12,3.00789,9,3,6,0.92609,0.347374,0.00548026
6520,33.9583,0.00520833,0.0427002,5.42233e-12,3.00137,9,3,6,0.926096,0.686093,0.00955436
6540,34.0625,0.00520833,0.0427059,5.13545e-12,2.97586,9,3,6,0.926101,1.03346,0.0147615
6560,34.1667,0.00520833,0.0427117,5.14611e-12,3.00788,9,3,6,0.926106,0.347366,0.0054791
6580,34.2708,0.00520833,0.0427172,5.41256e-12,3.00136,9,3,6,0.926112,0.686075,0.00955356
6600,34.375,0.00520833,0.0427226,5.13722e-12,2.97585,9,3,6,0.926117,1.03344,0.0147608
6620,34.4792,0.00520833,0.0427281,5.14611e-12,3.00787,9,3,6,0.926122,0.347358,0.00547808
6640,34.5833,0.00520833,0.0427333,5.42233e-12,3.00135,9,3,6,0.926127,0.686058,0.00955284
6660,34.6875,0.00520833,0.0427384,5.13722e-12,2.97584,9,3,6,0.926131,1.03341,0.0147601
6680,34.7917,0.00520833,0.0427437,5.14255e-12,3.00786,9,3,6,0.926136,0.34735,0.00547718
6700,34.8958,0.00520833,0.0427486,5.42499e-12,3.00134,9,3,6,0.926141,0.686042,0.00955219
6720,35,0.00520833,0.0427534,5.13722e-12,2.97583,9,3,6,0.926145,1.03339,0.0147595
6740,35.1042,0.00520833,0.0427585,5.13722e-12,3.00785,9,3,6,0.92615,0.347343,0.00547638
6760,35.2083,0.00520833,0.0427632,5.42233e-12,3.00134,9,3,6,0.926154,0.686027,0.00955162
6780,35.3125,0.00520833,0.0427677,5.13545e-12,2.97583,9,3,6,0.926158,1.03337,0.014759
6800,35.4167,0.00520833,0.0427725,5.14255e-12,3.00784,9,3,6,0.926162,0.347337,0.00547567
6820,35.5208,0.00520833,0.042777,5.41966e-12,3.00133,9,3,6,0.926166,0.686013,0.0095511
6840,35.625,0.00520833,0.0427813,5.13722e-12,2.97582,9,3,6,0.92617,1.03335,0.0147585
6860,35.7292,0.00520833,0.0427859,5.14078e-12,3.00784,9,3,6,0.926174,0.347331,0.00547504
6880,35.8333,0.00520833,0.0427901,5.42233e-12,3.00132,9,3,6,0.926177,0.686,0.00955063
6900,35.9375,0.00520833,0.0427943,5.13722e-12,2.97581,9,3,6,0.926181,1.03333,0.0147581
6920,36.0417,0.00520833,0.0427986,5.14611e-12,3.00783,9,3,6,0.926185,0.347325,0.00547448
6940,36.1458,0.00520833,0.0428027,5.42499e-12,3.00131,9,3,6,0.926188,0.685988,0.0095502
6960,36.25,0.00520833,0.0428066,5.13722e-12,2.97581,9,3,6,0.926192,1.03331,0.0147577
6980,36.3542,0.00520833,0.0428107,5.13722e-12,3.00782,9,3,6,0.926195,0.34732,0.00547397
7000,36.4583,0.00520833,0.0428146,5.42233e-12,3.00131,9,3,6,0.926198,0.685977,0.00954982
7020,36.5625,0.00520833,0.0428183,5.14078e-12,2.9758,9,3,6,0.926202,1.03329,0.0147573
7040,36.6667,0.00520833,0.0428223,5.14078e-12,3.00782,9,3,6,0.926205,0.347315,0.00547352
7060,36.7708,0.00520833,0.0428259,5.42233e-12,3.0013,9,3,6,0.926208,0.685966,0.00954947
7080,36.875,0.00520833,0.0428295,5.13545e-12,2.9758,9,3,6,0.926211,1.03328,0.014757
7100,36.9792,0.00520833,0.0428332,5.14255e-12,3.00781,9,3,6,0.926214,0.34731,0.00547312
7120,37.0833,0.00520833,0.0428367,5.417e-12,3.0013,9,3,6,0.926217,0.685956,0.00954915
7140,37.1875,0.00520833,0.0428401,5.13722e-12,2.97579,9,3,6,0.92622,1.03326,0.0147567
7160,37.2917,0.00520833,0.0428437,5.14255e-12,3.00781,9,3,6,0.926223,0.347305,0.00547275
7180,37.3958,0.00520833,0.042847,5.42499e-12,3.00129,9,3,6,0.926226,0.685946,0.00954886
7200,37.5,0.00520833,0.0428502,5.13722e-12,2.97579,9,3,6,0.926229,1.03325,0.0147564
7220,37.6042,0.00520833,0.0428537,5.14078e-12,3.0078,9,3,6,0.926232,0.347301,0.00547242
7240,37.7083,0.00520833,0.0428568,5.42499e-12,3.00129,9,3,6,0.926235,0.685937,0.00954859
7260,37.8125,0.00520833,0.0428599,5.14078e-12,2.97578,9,3,6,0.926237,1.03323,0.0147561
7280,37.9167,0.00520833,0.0428632,5.14255e-12,3.0078,9,3,6,0.92624,0.347297,0.00547212
7300,38.0208,0.00520833,0.0428662,5.42055e-12,3.00128,9,3,6,0.926243,0.685928,0.00954834
7320,38.125,0.00520833,0.0428691,5.13545e-12,2.97578,9,3,6,0.926245,1.03322,0.0147559
7340,38.2292,0.00520833,0.0428723,5.14611e-12,3.00779,9,3,6,0.926248,0.347293,0.00547185
7360,38.3333,0.00520833,0.0428751,5.42322e-12,3.00128,9,3,6,0.926251,0.68592,0.00954811
7380,38.4375,0.00520833,0.0428779,5.13722e-12,2.97578,9,3,6,0.926253,1.03321,0.0147556
7400,38.5417,0.00520833,0.0428809,5.14078e-12,3.00779,9,3,6,0.926256,0.347289,0.0054716
7420,38.6458,0.00520833,0.0428836,5.42233e-12,3.00128,9,3,6,0.926258,0.685912,0.0095479
7440,38.75,0.00520833,0.0428863,5.13722e-12,2.97577,9,3,6,0.92626,1.0332,0.0147554
7460,38.8542,0.00520833,0.0428892,5.14255e-12,3.00779,9,3,6,0.926263,0.347285,0.00547138
7480,38.9583,0.00520833,0.0428918,5.42322e-12,3.00127,9,3,6,0.926265,0.685904,0.00954771
7500,39.0625,0.00520833,0.0428943,5.13722e-12,2.97577,9,3,6,0.926267,1.03319,0.0147552
7520,39.1667,0.00520833,0.0428971,5.14255e-12,3.00778,9,3,6,0.92627,0.347282,0.00547118
7540,39.2708,0.00520833,0.0428996,5.42233e-12,3.00127,9,3,6,0.926272,0.685897,0.00954753
7560,39.375,0.00520833,0.042902,5.14255e-12,2.97577,9,3,6,0.926274,1.03318,0.014755
7580,39.4792,0.00520833,0.0429047,5.14255e-12,3.00778,9,3,6,0.926277,0.347279,0.005471
7600,39.5833,0.00520833,0.042907,5.417e-12,3.00126,9,3,6,0.926279,0.685889,0.00954736
7620,39.6875,0.00520833,0.0429093,5.13722e-12,2.97576,9,3,6,0.926281,1.03317,0.0147548
7640,39.7917,0.00520833,0.0429119,5.14611e-12,3.00778,9,3,6,0.926283,0.347275,0.00547084
7660,39.8958,0.00520833,0.0429142,5.42233e-12,3.00126,9,3,6,0.926285,0.685883,0.00954721
7680,40,0.00520833,0.0429164,5.13545e-12,2.97576,9,3,6,0.926287,1.03316,0.0147546
7700,40.1042,0.00520833,0.0429188,5.14255e-12,3.00777,9,3,6,0.926289,0.347272,0.00547069
7720,40.2083,0.00520833,0.042921,5.42588e-12,3.00126,9,3,6,0.926291,0.685876,0.00954706
7740,40.3125,0.00520833,0.0429231,5.13189e-12,2.97576,9,3,6,0.926293,1.03315,0.0147545
7760,40.4167,0.00520833,0.0429254,5.14788e-12,3.00777,9,3,6,0.926295,0.347269,0.00547055
7780,40.5208,0.00520833,0.0429275,5.42233e-12,3.00126,9,3,6,0.926296,0.68587,0.00954693
7800,40.625,0.00520833,0.0429295,5.13722e-12,2.97576,9,3,6,0.926298,1.03314,0.0147543
7820,40.7292,0.00520833,0.0429318,5.13722e-12,3.00777,9,3,6,0.9263,0.347267,0.00547043
7840,40.8333,0.00520833,0.0429338,5.42233e-12,3.00125,9,3,6,0.926302,0.685864,0.00954681
7860,40.9375,0.00520833,0.0429357,5.13545e-12,2.97575,9,3,6,0.926303,1.03313,0.0147542
7880,41.0417,0.00520833,0.0429379,5.13722e-12,3.00776,9,3,6,0.926305,0.347264,0.00547032
7900,41.1458,0.00520833,0.0429397,5.42233e-12,3.00125,9,3,6,0.926307,0.685859,0.0095467
7920,41.25,0.00520833,0.0429416,5.14078e-12,2.97575,9,3,6,0.926308,1.03312,0.0147541
7940,41.3542,0.00520833,0.0429437,5.14611e-12,3.00776,9,3,6,0.92631,0.347262,0.00547023
7960,41.4583,0.00520833,0.0429455,5.41434e-12,3.00125,9,3,6,0.926311,0.685854,0.0095466
7980,41.5625,0.00520833,0.0429472,5.13722e-12,2.97575,9,3,6,0.926312,1.03311,0.0147539
8000,41.6667,0.00520833,0.0429492,5.14255e-12,3.00776,9,3,6,0.926314,0.347259,0.00547014
8020,41.7708,0.00520833,0.042951,5.42499e-12,3.00125,9,3,6,0.926315,0.685849,0.0095465
8040,41.875,0.00520833,0.0429526,5.13545e-12,2.97575,9,3,6,0.926317,1.03311,0.0147538
8060,41.9792,0.00520833,0.0429546,5.14611e-12,3.00776,9,3,6,0.926318,0.347257,0.00547005
8080,42.0833,0.00520833,0.0429562,5.41789e-12,3.00124,9,3,6,0.926319,0.685844,0.00954642
8100,42.1875,0.00520833,0.0429578,5.13189e-12,2.97575,9,3,6,0.926321,1.0331,0.0147537
8120,42.2917,0.00520833,0.0429597,5.14078e-12,3.00776,9,3,6,0.926322,0.347255,0.00546998
8140,42.3958,0.00520833,0.0429613,5.41966e-12,3.00124,9,3,6,0.926323,0.68584,0.00954634
8160,42.5,0.00520833,0.0429628,5.13189e-12,2.97575,9,3,6,0.926324,1.03309,0.0147536
8180,42.6042,0.00520833,0.0429646,5.14255e-12,3.00775,9,3,6,0.926326,0.347253,0.00546991
8200,42.7083,0.00520833,0.0429661,5.41966e-12,3.00124,9,3,6,0.926327,0.685836,0.00954626
8220,42.8125,0.00520833,0.0429676,5.13722e-12,2.97574,9,3,6,0.926328,1.03309,0.0147535
8240,42.9167,0.00520833,0.0429694,5.14255e-12,3.00775,9,3,6,0.926329,0.347252,0.00546985
8260,43.0208,0.00520833,0.0429708,5.42766e-12,3.00124,9,3,6,0.92633,0.685832,0.00954619
8280,43.125,0.00520833,0.0429722,5.13722e-12,2.97574,9,3,6,0.926331,1.03308,0.0147534
8300,43.2292,0.00520833,0.0429739,5.14078e-12,3.00775,9,3,6,0.926333,0.34725,0.00546979
8320,43.3333,0.00520833,0.0429753,5.417e-12,3.00124,9,3,6,0.926334,0.685829,0.00954613
8340,43.4375,0.00520833,0.0429766,5.13189e-12,2.97574,9,3,6,0.926335,1.03308,0.0147534
8360,43.5417,0.00520833,0.0429782,5.14255e-12,3.00775,9,3,6,0.926336,0.347248,0.00546974
8380,43.6458,0.00520833,0.0429796,5.42766e-12,3.00124,9,3,6,0.926337,0.685825,0.00954607
8400,43.75,0.00520833,0.0429809,5.13722e-12,2.97574,9,3,6,0.926338,1.03307,0.0147533
8420,43.8542,0.00520833,0.0429824,5.14078e-12,3.00775,9,3,6,0.926339,0.347247,0.00546969
8440,43.9583,0.00520833,0.0429837,5.41522e-12,3.00124,9,3,6,0.92634,0.685822,0.00954601
8460,44.0625,0.00520833,0.042985,5.13722e-12,2.97574,9,3,6,0.926341,1.03307,0.0147532
8480,44.1667,0.00520833,0.0429865,5.14611e-12,3.00775,9,3,6,0.926342,0.347245,0.00546964
8500,44.2708,0.00520833,0.0429877,5.42322e-12,3.00123,9,3,6,0.926343,0.685819,0.00954595
8520,44.375,0.00520833,0.0429889,5.13722e-12,2.97574,9,3,6,0.926344,1.03306,0.0147531
8540,44.4792,0.00520833,0.0429904,5.14788e-12,3.00775,9,3,6,0.926345,0.347244,0.0054696
8560,44.5833,0.00520833,0.0429915,5.42499e-12,3.00123,9,3,6,0.926346,0.685816,0.0095459
8580,44.6875,0.00520833,0.0429927,5.13722e-12,2.97574,9,3,6,0.926346,1.03306,0.0147531
8600,44.7917,0.00520833,0.0429941,5.14255e-12,3.00775,9,3,6,0.926348,0.347243,0.00546956
8620,44.8958,0.00520833,0.0429952,5.42499e-12,3.00123,9,3,6,0.926348,0.685813,0.00954585
8640,45,0.00520833,0.0429963,5.14078e-12,2.97574,9,3,6,0.926349,1.03305,0.014753
