step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,area_pos,interface_ymin,interface_ymax,mac_iters,visc_iters,nodal_iters,umax,yc,vc,circularity,pmax_minus_pmin
570,3.06369,0.00198696,0.524071,3.45544e-10,0.130278,2.01605,-0.924425,0.593215,9,2,7,1.97015,0.842513,-0.0917439,0.553095,7.98023
580,3.08334,0.00194591,0.529882,4.27036e-10,0.121679,2.01681,-0.930586,0.596443,9,2,7,2.01172,0.840293,-0.0918743,0.546131,7.99187
590,3.10257,0.001905,0.535538,6.27303e-10,0.116644,2.01747,-0.936634,0.599638,9,2,7,2.05486,0.83817,-0.091977,0.539595,8.00476
600,3.1214,0.00186391,0.54105,4.97426e-10,0.115531,2.01807,-0.942563,0.602746,9,2,7,2.10042,0.836128,-0.0919689,0.531626,8.01954
610,3.13982,0.00182312,0.546408,4.17976e-10,0.114056,2.01858,-0.948389,0.605768,9,2,7,2.14724,0.834173,-0.0918813,0.523846,8.0346
620,3.15783,0.00178247,0.55161,8.10523e-10,0.154385,2.01904,-0.954129,0.608755,9,2,7,2.19631,0.832283,-0.0917442,0.515911,8.04857
630,3.17544,0.00174303,0.55669,1.08403e-09,0.13465,2.0195,-0.959748,0.611628,9,2,7,2.24557,0.830449,-0.0915026,0.508033,8.06166
640,3.19266,0.00170572,0.561637,9.48582e-10,0.149392,2.02003,-0.965242,0.614465,9,2,7,2.29433,0.828625,-0.0911624,0.500493,8.07323
650,3.20952,0.00167047,0.566434,7.36538e-10,0.142482,2.02044,-0.970649,0.617252,9,2,7,2.34366,0.826895,-0.0908357,0.492679,8.08132
660,3.22604,0.00163749,0.571113,7.46351e-10,0.204379,2.02092,-0.975977,0.619937,9,2,7,2.3905,0.825179,-0.0905153,0.485405,8.08552
670,3.24225,0.00160825,0.57567,6.26923e-10,0.267552,2.02136,-0.981192,0.622605,9,2,7,2.43276,0.823516,-0.0901819,0.479492,8.085
680,3.2582,0.00158406,0.580083,1.06619e-09,0.276064,2.02178,-0.986347,0.625231,9,2,7,2.4682,0.821889,-0.0899241,0.473509,8.08001
690,3.27393,0.00156566,0.58444,8.71673e-10,0.21149,2.02218,-0.991478,0.62778,9,2,7,2.49847,0.820303,-0.0896854,0.467932,8.07117
700,3.28951,0.0015522,0.58883,1.06786e-09,0.265368,2.02272,-0.996545,0.630338,9,2,7,2.51785,0.818653,-0.0894684,0.462192,8.06039
710,3.305,0.0015474,0.593201,1.05376e-09,0.21248,2.0233,-1.00162,0.632885,9,2,7,2.52365,0.81701,-0.0893078,0.455611,8.04672
720,3.32048,0.0015511,0.597449,3.99126e-10,0.231015,2.0238,-1.00672,0.635392,9,2,7,2.51746,0.815412,-0.0892599,0.449393,8.02946
730,3.33607,0.00156524,0.601889,4.44455e-10,0.200306,2.02451,-1.01184,0.637946,9,2,7,2.49164,0.813713,-0.0891871,0.443384,8.01043
740,3.35186,0.00159208,0.606562,5.32637e-10,0.214169,2.02557,-1.01707,0.640546,9,2,8,2.44845,0.811852,-0.0890919,0.435893,7.9912
750,3.36797,0.00162992,0.611163,6.20098e-10,0.158606,2.0266,-1.02243,0.64316,9,2,7,2.39014,0.809995,-0.0891504,0.42844,7.97096
760,3.3845,0.00167065,0.6159,3.72893e-10,0.17964,2.0277,-1.02792,0.645882,9,2,7,2.33386,0.808049,-0.0892803,0.421506,7.95005
770,3.40131,0.00168557,0.620776,4.6423e-10,0.185166,2.02885,-1.03352,0.648664,9,2,7,2.31716,0.806065,-0.0894626,0.415021,7.92938
780,3.41818,0.0016883,0.625637,5.78682e-10,0.174874,2.02973,-1.03919,0.651423,9,2,7,2.31425,0.804209,-0.0898138,0.409036,7.90983
790,3.43507,0.00169078,0.630661,5.01363e-10,0.172227,2.03064,-1.04486,0.654236,9,2,7,2.30963,0.802348,-0.0902004,0.403385,7.89117
800,3.45204,0.00170246,0.635716,7.75183e-10,0.215999,2.03164,-1.05056,0.657063,9,2,7,2.29066,0.800417,-0.0906661,0.398212,7.87299
810,3.46919,0.00172714,0.640886,8.56582e-10,0.23878,2.03253,-1.05636,0.659907,9,2,7,2.25765,0.798548,-0.0912424,0.393491,7.85647
820,3.48668,0.00177004,0.646278,5.31887e-10,0.192665,2.03347,-1.06232,0.662866,9,2,7,2.20068,0.796601,-0.0918915,0.389417,7.84065
830,3.50471,0.00183469,0.652154,7.65631e-10,0.205617,2.03454,-1.06846,0.665898,9,2,8,2.11891,0.79456,-0.0925851,0.384799,7.82689
840,3.52355,0.00192787,0.658031,7.8955e-10,0.186615,2.03564,-1.0749,0.6691,9,2,8,2.01454,0.792382,-0.0935067,0.380326,7.8142
847,3.5355,0.000136719,0.661694,1.14075e-09,0.111944,2.03626,-1.07901,0.67116,9,2,8,1.94136,0.791033,-0.0941911,0.377368,7.81482
