step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,mac_iters,visc_iters,nodal_iters,umax,max_dudt,rms_dudt
520,1.01562,0.00195312,0.0233683,5.90461e-12,1.73952,9,3,5,0.969047,0.186093,0.065739
540,1.05469,0.00195312,0.0236427,5.88329e-12,1.73951,9,3,5,0.969406,0.176589,0.0632972
560,1.09375,0.00195312,0.0239067,5.86198e-12,1.7395,9,3,4,0.969742,0.167917,0.0610069
580,1.13281,0.00195312,0.024161,5.84066e-12,1.7395,9,3,5,0.970057,0.159875,0.0588535
600,1.17188,0.00195312,0.0244061,5.79803e-12,1.73949,9,3,4,0.97035,0.152224,0.0568242
620,1.21094,0.00195312,0.0246427,5.80869e-12,1.73949,9,3,4,0.970625,0.145305,0.0549081
640,1.25,0.00195312,0.0248711,5.80869e-12,1.73949,9,3,4,0.970881,0.138757,0.0530954
660,1.28906,0.00195312,0.0250918,5.81579e-12,1.73948,9,3,4,0.971122,0.132593,0.0513776
680,1.32812,0.00195312,0.0253053,5.81579e-12,1.73948,9,3,4,0.971347,0.126922,0.0497471
700,1.36719,0.00195312,0.0255119,5.8229e-12,1.73948,9,3,4,0.971558,0.121535,0.0481971
720,1.40625,0.00195312,0.0257119,5.82645e-12,1.73947,9,3,4,0.971756,0.116496,0.0467217
740,1.44531,0.00195312,0.0259058,5.8229e-12,1.73947,9,3,4,0.971945,0.111814,0.0453155
760,1.48438,0.00195312,0.0260937,5.80869e-12,1.73947,9,3,4,0.972123,0.107342,0.0439736
780,1.52344,0.00195312,0.026276,5.79803e-12,1.73947,9,3,4,0.97229,0.103159,0.0426916
800,1.5625,0.00195312,0.026453,5.79803e-12,1.73946,9,3,4,0.972448,0.0992657,0.0414656
820,1.60156,0.00195312,0.0266248,5.80869e-12,1.73946,9,3,4,0.972597,0.0955175,0.040292
840,1.64062,0.00195312,0.0267918,5.80869e-12,1.73946,9,3,4,0.972737,0.0920132,0.0391675
860,1.67969,0.00195312,0.0269541,5.79803e-12,1.73946,9,3,4,0.972869,0.0887315,0.038089
880,1.71875,0.00195312,0.0271119,5.79803e-12,1.73946,9,3,4,0.972994,0.0855733,0.037054
900,1.75781,0.00195312,0.0272655,5.78027e-12,1.73946,9,3,4,0.973113,0.0825833,0.0360598
920,1.79688,0.00195312,0.027415,5.75895e-12,1.73945,9,3,4,0.973225,0.0797928,0.035104
940,1.83594,0.00195312,0.0275606,5.76605e-12,1.73945,9,3,4,0.97333,0.0771221,0.0341846
960,1.875,0.00195312,0.0277024,5.77316e-12,1.73945,9,3,4,0.973431,0.0745529,0.0332996
980,1.91406,0.00195312,0.0278405,5.76605e-12,1.73945,9,3,4,0.973527,0.0721276,0.0324471
1000,1.95312,0.00195312,0.0279752,5.76605e-12,1.73945,9,3,4,0.973619,0.0698453,0.0316253
1020,1.99219,0.00195312,0.0281066,5.77316e-12,1.73945,9,3,4,0.973707,0.0676341,0.0308327
1040,2.03125,0.00195312,0.0282348,5.77671e-12,1.73945,9,3,4,0.97379,0.0655219,0.0300678
1060,2.07031,0.00195312,0.0283598,5.76605e-12,1.73945,9,3,4,0.97387,0.0635061,0.0293293
1080,2.10938,0.00195312,0.0284819,5.76605e-12,1.73945,9,3,4,0.973945,0.0615973,0.0286157
1100,2.14844,0.00195312,0.028601,5.7554e-12,1.73945,9,3,4,0.974017,0.0597649,0.0279259
1120,2.1875,0.00195312,0.0287174,5.7554e-12,1.73944,9,3,4,0.974086,0.057987,0.0272587
1140,2.22656,0.00195312,0.0288311,5.74829e-12,1.73944,9,3,4,0.974151,0.0562876,0.0266131
1160,2.26562,0.00195312,0.0289422,5.75184e-12,1.73944,9,3,4,0.974213,0.0546589,0.025988
1180,2.30469,0.00195312,0.0290508,5.75184e-12,1.73944,9,3,4,0.974273,0.0531059,0.0253826
1200,2.34375,0.00195312,0.029157,5.75184e-12,1.73944,9,3,4,0.97433,0.0516142,0.0247958
1220,2.38281,0.00195312,0.0292608,5.7625e-12,1.73944,9,3,4,0.974384,0.0501646,0.0242269
1240,2.42188,0.00195312,0.0293623,5.7625e-12,1.73944,9,3,4,0.974436,0.0487719,0.023675
1260,2.46094,0.00195312,0.0294616,5.7625e-12,1.73944,9,3,4,0.974486,0.0474228,0.0231395
1280,2.5,0.00195312,0.0295587,5.75895e-12,1.73944,9,3,4,0.974533,0.0461183,0.0226196
1300,2.53906,0.00195312,0.0296538,5.7625e-12,1.73944,9,3,4,0.974579,0.0448815,0.0221147
1320,2.57812,0.00195312,0.0297469,5.75895e-12,1.73944,9,3,4,0.974624,0.043685,0.021624
1340,2.61719,0.00195312,0.0298379,5.7554e-12,1.73944,9,3,4,0.974667,0.0425224,0.0211471
1360,2.65625,0.00195312,0.0299271,5.7554e-12,1.73944,9,3,4,0.974709,0.0414048,0.0206833
1380,2.69531,0.00195312,0.0300144,5.74474e-12,1.73944,9,3,4,0.97475,0.0403175,0.0202322
1400,2.73438,0.00195312,0.0300999,5.7554e-12,1.73944,9,3,4,0.974788,0.0392656,0.0197932
1420,2.77344,0.00195312,0.0301836,5.76605e-12,1.73944,9,3,4,0.974826,0.0382495,0.0193658
1440,2.8125,0.00195312,0.0302657,5.76605e-12,1.73944,9,3,4,0.974862,0.0372609,0.0189496
1460,2.85156,0.00195312,0.030346,5.78737e-12,1.73944,9,3,4,0.974897,0.0363075,0.0185442
1480,2.89062,0.00195312,0.0304247,5.79092e-12,1.73944,9,3,4,0.97493,0.035383,0.0181491
1500,2.92969,0.00195312,0.0305018,5.80869e-12,1.73944,9,3,4,0.974962,0.034489,0.017764
1520,2.96875,0.00195312,0.0305774,5.81579e-12,1.73943,9,3,4,0.974993,0.0336244,0.0173885
1540,3.00781,0.00195312,0.0306515,5.81935e-12,1.73943,9,3,4,0.975024,0.0327892,0.0170223
1560,3.04688,0.00195312,0.0307241,5.81935e-12,1.73943,9,3,4,0.975053,0.0319781,0.016665
1580,3.08594,0.00195312,0.0307952,5.82645e-12,1.73943,9,3,4,0.975081,0.031188,0.0163163
1600,3.125,0.00195312,0.0308649,5.82645e-12,1.73943,9,3,4,0.975108,0.0304239,0.0159759
1620,3.16406,0.00195312,0.0309333,5.81224e-12,1.73943,9,3,4,0.975134,0.0296821,0.0156436
1640,3.20312,0.00195312,0.0310003,5.81935e-12,1.73943,9,3,4,0.97516,0.0289593,0.0153191
1660,3.24219,0.00195312,0.031066,5.81935e-12,1.73943,9,3,4,0.975184,0.0282584,0.015002
1680,3.28125,0.00195312,0.0311304,5.8229e-12,1.73943,9,3,4,0.975208,0.0275792,0.0146923
1700,3.32031,0.00195312,0.0311936,5.81579e-12,1.73943,9,3,4,0.975231,0.0269172,0.0143896
1720,3.35938,0.00195312,0.0312555,5.81579e-12,1.73943,9,3,4,0.975253,0.0262723,0.0140937
1740,3.39844,0.00195312,0.0313162,5.78737e-12,1.73943,9,3,4,0.975275,0.0256496,0.0138045
1760,3.4375,0.00195312,0.0313757,5.78737e-12,1.73943,9,3,4,0.975296,0.0250425,0.0135217
1780,3.47656,0.00195312,0.0314341,5.78737e-12,1.73943,9,3,4,0.975316,0.0244506,0.0132451
1800,3.51562,0.00195312,0.0314913,5.78737e-12,1.73943,9,3,4,0.975336,0.0238758,0.0129746
1820,3.55469,0.00195312,0.0315475,5.79092e-12,1.73943,9,3,4,0.975356,0.0233182,0.0127099
1840,3.59375,0.00195312,0.0316025,5.78027e-12,1.73943,9,3,4,0.975375,0.0227744,0.0124509
1860,3.63281,0.00195312,0.0316565,5.78027e-12,1.73943,9,3,4,0.975394,0.0222439,0.0121976
1880,3.67188,0.00195312,0.0317094,5.78027e-12,1.73943,9,3,4,0.975413,0.021729,0.0119496
1900,3.71094,0.00195312,0.0317613,5.78027e-12,1.73943,9,3,4,0.975431,0.0212286,0.0117068
1920,3.75,0.00195312,0.0318122,5.78027e-12,1.73943,9,3,4,0.975449,0.0207404,0.0114692
1940,3.78906,0.00195312,0.0318622,5.77316e-12,1.73943,9,3,4,0.975466,0.020264,0.0112366
1960,3.82812,0.00195312,0.0319111,5.78027e-12,1.73943,9,3,4,0.975483,0.0198003,0.0110088
1980,3.86719,0.00195312,0.0319592,5.78737e-12,1.73943,9,3,4,0.975499,0.0193503,0.0107858
2000,3.90625,0.00195312,0.0320063,5.79092e-12,1.73943,9,3,4,0.975515,0.018911,0.0105674
2020,3.94531,0.00195312,0.0320524,5.78027e-12,1.73943,9,3,4,0.97553,0.0184823,0.0103535
2040,3.98438,0.00195312,0.0320977,5.78027e-12,1.73943,9,3,4,0.975545,0.0180638,0.010144
2060,4.02344,0.00195312,0.0321422,5.77671e-12,1.73943,9,3,4,0.97556,0.0176571,0.00993875
2080,4.0625,0.00195312,0.0321857,5.78382e-12,1.73943,9,3,4,0.975574,0.0172611,0.00973772
2100,4.10156,0.00195312,0.0322284,5.77671e-12,1.73943,9,3,4,0.975588,0.0168744,0.00954079
2120,4.14062,0.00195312,0.0322703,5.78027e-12,1.73943,9,3,4,0.975601,0.0164967,0.00934786
2140,4.17969,0.00195312,0.0323114,5.78027e-12,1.73943,9,3,4,0.975614,0.016128,0.00915884
2160,4.21875,0.00195312,0.0323517,5.78027e-12,1.73943,9,3,4,0.975627,0.0157688,0.00897363
2180,4.25781,0.00195312,0.0323912,5.77671e-12,1.73943,9,3,4,0.97564,0.0154193,0.00879217
2200,4.29688,0.00195312,0.03243,5.77671e-12,1.73943,9,3,4,0.975652,0.0150779,0.00861436
2220,4.33594,0.00195312,0.032468,5.76961e-12,1.73943,9,3,4,0.975664,0.0147444,0.00844012
2240,4.375,0.00195312,0.0325052,5.7625e-12,1.73943,9,3,4,0.975675,0.0144186,0.00826938
2260,4.41406,0.00195312,0.0325418,5.76605e-12,1.73943,9,3,4,0.975687,0.0141004,0.00810207
2280,4.45312,0.00195312,0.0325776,5.76605e-12,1.73943,9,3,4,0.975698,0.0137901,0.0079381
2300,4.49219,0.00195312,0.0326128,5.7625e-12,1.73943,9,3,4,0.975709,0.013488,0.00777741
2320,4.53125,0.00195312,0.0326472,5.75895e-12,1.73943,9,3,4,0.975719,0.0131928,0.00761993
2340,4.57031,0.00195312,0.032681,5.76605e-12,1.73943,9,3,4,0.975729,0.0129042,0.0074656
2360,4.60938,0.00195312,0.0327141,5.77316e-12,1.73943,9,3,4,0.975739,0.0126223,0.00731435
2380,4.64844,0.00195312,0.0327466,5.76605e-12,1.73943,9,3,4,0.975749,0.012348,0.00716611
2400,4.6875,0.00195312,0.0327784,5.78027e-12,1.73943,9,3,4,0.975759,0.01208,0.00702083
2420,4.72656,0.00195312,0.0328096,5.78027e-12,1.73943,9,3,4,0.975768,0.011818,0.00687844
2440,4.76562,0.00195312,0.0328403,5.77671e-12,1.73943,9,3,4,0.975777,0.0115619,0.00673888
2460,4.80469,0.00195312,0.0328703,5.78027e-12,1.73943,9,3,4,0.975786,0.0113116,0.00660211
2480,4.84375,0.00195312,0.0328997,5.79092e-12,1.73943,9,3,4,0.975795,0.0110668,0.00646806
2500,4.88281,0.00195312,0.0329285,5.78027e-12,1.73943,9,3,4,0.975803,0.0108279,0.00633667
2520,4.92188,0.00195312,0.0329568,5.78382e-12,1.73943,9,3,4,0.975812,0.0105949,0.00620791
2540,4.96094,0.00195312,0.0329846,5.78382e-12,1.73943,9,3,4,0.97582,0.0103671,0.0060817
2560,5,0.00195312,0.0330117,5.78737e-12,1.73943,9,3,4,0.975828,0.0101443,0.00595802
2580,5.03906,0.00195312,0.0330384,5.79092e-12,1.73943,9,3,4,0.975835,0.00992648,0.00583679
2600,5.07812,0.00195312,0.0330645,5.79448e-12,1.73943,9,3,4,0.975843,0.00971342,0.00571798
2620,5.11719,0.00195312,0.0330901,5.79448e-12,1.73943,9,3,4,0.97585,0.00950504,0.00560153
2640,5.15625,0.00195312,0.0331152,5.79448e-12,1.73943,9,3,4,0.975857,0.00930125,0.00548741
2660,5.19531,0.00195312,0.0331398,5.79803e-12,1.73943,9,3,4,0.975864,0.00910193,0.00537557
2680,5.23438,0.00195312,0.033164,5.78737e-12,1.73943,9,3,4,0.975871,0.00890699,0.00526595
2700,5.27344,0.00195312,0.0331876,5.79448e-12,1.73943,9,3,4,0.975878,0.00871676,0.00515852
2720,5.3125,0.00195312,0.0332108,5.79803e-12,1.73943,9,3,4,0.975885,0.00853091,0.00505324
2740,5.35156,0.00195312,0.0332335,5.78737e-12,1.73943,9,3,4,0.975891,0.00834911,0.00495006
2760,5.39062,0.00195312,0.0332558,5.79448e-12,1.73943,9,3,4,0.975898,0.00817125,0.00484895
2780,5.42969,0.00195312,0.0332776,5.78382e-12,1.73943,9,3,4,0.975904,0.00799726,0.00474985
2800,5.46875,0.00195312,0.033299,5.78737e-12,1.73943,9,2,4,0.975911,0.00782704,0.00465274
2820,5.50781,0.00195312,0.0333199,5.78737e-12,1.73943,9,2,4,0.975917,0.00766051,0.00455758
2840,5.54688,0.00195312,0.0333405,5.79448e-12,1.73943,9,2,4,0.975923,0.00749759,0.00446432
2860,5.58594,0.00195312,0.0333606,5.79803e-12,1.73943,9,2,4,0.975929,0.0073382,0.00437293
2880,5.625,0.00195312,0.0333804,5.79092e-12,1.73943,9,2,4,0.975935,0.00718225,0.00428338
2900,5.66406,0.00195312,0.0333997,5.79448e-12,1.73943,9,2,4,0.975941,0.00702968,0.00419562
2920,5.70312,0.00195312,0.0334187,5.79803e-12,1.73943,9,2,4,0.975946,0.00688041,0.00410962
2940,5.74219,0.00195312,0.0334373,5.80158e-12,1.73943,9,2,4,0.975952,0.00673436,0.00402535
2960,5.78125,0.00195312,0.0334555,5.79448e-12,1.73943,9,2,4,0.975957,0.00659165,0.00394278
2980,5.82031,0.00195312,0.0334733,5.79448e-12,1.73943,9,2,4,0.975962,0.00645218,0.00386187
3000,5.85938,0.00195312,0.0334908,5.80158e-12,1.73943,9,2,4,0.975968,0.00631569,0.00378259
3020,5.89844,0.00195312,0.0335079,5.79448e-12,1.73943,9,2,4,0.975973,0.00618213,0.0037049
3040,5.9375,0.00195312,0.0335247,5.80158e-12,1.73943,9,2,4,0.975978,0.00605144,0.00362879
3060,5.97656,0.00195312,0.0335412,5.80158e-12,1.73943,9,2,4,0.975982,0.00592353,0.0035542
3080,6.01562,0.00195312,0.0335573,5.80513e-12,1.73943,9,2,4,0.975987,0.00579837,0.00348113
3100,6.05469,0.00195312,0.0335731,5.79803e-12,1.73943,9,2,4,0.975992,0.00567588,0.00340953
3120,6.09375,0.00195312,0.0335886,5.80158e-12,1.73943,9,2,4,0.975996,0.005556,0.00333937
3140,6.13281,0.00195312,0.0336037,5.80869e-12,1.73943,9,2,4,0.976001,0.00543869,0.00327064
3160,6.17188,0.00195312,0.0336186,5.80513e-12,1.73943,9,2,4,0.976005,0.00532388,0.0032033
3180,6.21094,0.00195312,0.0336332,5.80158e-12,1.73943,9,2,4,0.976009,0.00521153,0.00313732
3200,6.25,0.00195312,0.0336474,5.83711e-12,1.73943,9,2,4,0.976013,0.00510157,0.00307267
3220,6.28906,0.00195312,0.0336614,5.83711e-12,1.73943,9,2,4,0.976017,0.00499395,0.00300933
3240,6.32812,0.00195312,0.0336751,5.84066e-12,1.73943,9,2,4,0.976021,0.00488862,0.00294729
3260,6.36719,0.00195312,0.0336885,5.83711e-12,1.73943,9,2,4,0.976025,0.00478554,0.0028865
3280,6.40625,0.00195312,0.0337017,5.84066e-12,1.73943,9,2,4,0.976029,0.00468466,0.00282695
3300,6.44531,0.00195312,0.0337146,5.84421e-12,1.73943,9,2,4,0.976033,0.00458592,0.00276861
3320,6.48438,0.00195312,0.0337272,5.84066e-12,1.73943,9,2,4,0.976036,0.00448928,0.00271145
3340,6.52344,0.00195312,0.0337396,5.84421e-12,1.73943,9,2,4,0.97604,0.0043947,0.00265546
3360,6.5625,0.00195312,0.0337517,5.84066e-12,1.73943,9,2,4,0.976043,0.00430249,0.00260061
3380,6.60156,0.00195312,0.0337636,5.84777e-12,1.73943,9,2,4,0.976047,0.00421607,0.00254688
3400,6.64062,0.00195312,0.0337752,5.84421e-12,1.73943,9,2,4,0.97605,0.00413129,0.00249424
3420,6.67969,0.00195312,0.0337866,5.84421e-12,1.73943,9,2,4,0.976053,0.00404813,0.00244267
3440,6.71875,0.00195312,0.0337977,5.84066e-12,1.73943,9,2,4,0.976056,0.00396656,0.00239216
3460,6.75781,0.00195312,0.0338087,5.84421e-12,1.73943,9,2,4,0.97606,0.00388654,0.00234268
3480,6.79688,0.00195312,0.0338194,5.84421e-12,1.73943,9,2,4,0.976063,0.00380807,0.00229421
3500,6.83594,0.00195312,0.0338299,5.84421e-12,1.73943,9,2,4,0.976066,0.0037311,0.00224673
3520,6.875,0.00195312,0.0338402,5.84066e-12,1.73943,9,2,4,0.976069,0.00365561,0.00220022
3540,6.91406,0.00195312,0.0338502,5.84421e-12,1.73943,9,2,4,0.976071,0.00358158,0.00215466
3560,6.95312,0.00195312,0.0338601,5.84066e-12,1.73943,9,2,4,0.976074,0.00350899,0.00211003
3580,6.99219,0.00195312,0.0338698,5.84421e-12,1.73943,9,2,4,0.976077,0.00343799,0.00206632
3600,7.03125,0.00195312,0.0338792,5.84066e-12,1.73943,9,2,4,0.97608,0.00336836,0.0020235
3620,7.07031,0.00195312,0.0338885,5.84421e-12,1.73943,9,2,4,0.976082,0.00330009,0.00198156
3640,7.10938,0.00195312,0.0338976,5.84421e-12,1.73943,9,2,4,0.976085,0.00323314,0.00194049
3660,7.14844,0.00195312,0.0339065,5.84421e-12,1.73943,9,2,4,0.976087,0.00316749,0.00190025
3680,7.1875,0.00195312,0.0339152,5.83711e-12,1.73943,9,2,4,0.97609,0.00310313,0.00186084
3700,7.22656,0.00195312,0.0339237,5.83356e-12,1.73943,9,2,4,0.976092,0.00304002,0.00182224
3720,7.26562,0.00195312,0.0339321,5.83711e-12,1.73943,9,2,4,0.976094,0.00297815,0.00178443
3740,7.30469,0.00195312,0.0339403,5.84066e-12,1.73943,9,2,4,0.976097,0.00291749,0.0017474
3760,7.34375,0.00195312,0.0339483,5.83711e-12,1.73943,9,2,4,0.976099,0.00285802,0.00171113
3780,7.38281,0.00195312,0.0339562,5.84421e-12,1.73943,9,2,4,0.976101,0.00279972,0.0016756
3800,7.42188,0.00195312,0.0339639,5.84066e-12,1.73943,9,2,4,0.976103,0.00274257,0.00164081
3820,7.46094,0.00195312,0.0339714,5.84066e-12,1.73943,9,2,4,0.976105,0.00268656,0.00160673
3840,7.5,0.00195312,0.0339788,5.83711e-12,1.73943,9,2,4,0.976108,0.00263165,0.00157336
3860,7.53906,0.00195312,0.0339861,5.83e-12,1.73943,9,2,4,0.97611,0.00257783,0.00154067
3880,7.57812,0.00195312,0.0339931,5.84421e-12,1.73943,9,2,4,0.976112,0.00252508,0.00150865
3900,7.61719,0.00195312,0.0340001,5.83356e-12,1.73943,9,2,4,0.976114,0.00247337,0.0014773
3920,7.65625,0.00195312,0.0340069,5.83356e-12,1.73943,9,2,4,0.976115,0.0024227,0.00144659
3940,7.69531,0.00195312,0.0340135,5.84066e-12,1.73943,9,2,4,0.976117,0.00237303,0.00141652
3960,7.73438,0.00195312,0.0340201,5.83356e-12,1.73943,9,2,4,0.976119,0.00232436,0.00138706
3980,7.77344,0.00195312,0.0340264,5.83711e-12,1.73943,9,2,4,0.976121,0.00227666,0.00135822
4000,7.8125,0.00195312,0.0340327,5.83356e-12,1.73943,9,2,3,0.976123,0.00222991,0.00132996
4020,7.85156,0.00195312,0.0340388,5.83711e-12,1.73943,9,2,3,0.976124,0.00218411,0.0013023
4040,7.89062,0.00195312,0.0340448,5.83711e-12,1.73943,9,2,3,0.976126,0.00213921,0.0012752
4060,7.92969,0.00195312,0.0340507,5.83e-12,1.73943,9,2,3,0.976128,0.00209522,0.00124867
4080,7.96875,0.00195312,0.0340565,5.83e-12,1.73943,9,2,3,0.976129,0.00205212,0.00122268
4100,8.00781,0.00195312,0.0340621,5.83711e-12,1.73943,9,2,3,0.976131,0.00200988,0.00119723
4120,8.04688,0.00195312,0.0340676,5.83356e-12,1.73943,9,2,3,0.976132,0.00196849,0.00117231
4140,8.08594,0.00195312,0.034073,5.83356e-12,1.73943,9,2,3,0.976134,0.00192794,0.0011479
4160,8.125,0.00195312,0.0340783,5.83356e-12,1.73943,9,2,3,0.976135,0.00188821,0.001124
4180,8.16406,0.00195312,0.0340835,5.83356e-12,1.73943,9,2,3,0.976137,0.00184928,0.00110059
4200,8.20312,0.00195312,0.0340886,5.83e-12,1.73943,9,2,3,0.976138,0.00181114,0.00107766
4220,8.24219,0.00195312,0.0340936,5.83356e-12,1.73943,9,2,3,0.976139,0.00177377,0.00105522
4240,8.28125,0.00195312,0.0340984,5.83356e-12,1.73943,9,2,3,0.976141,0.00173716,0.00103323
4260,8.32031,0.00195312,0.0341032,5.83711e-12,1.73943,9,2,3,0.976142,0.00170129,0.00101171
4280,8.35938,0.00195312,0.0341079,5.83356e-12,1.73943,9,2,3,0.976143,0.00166614,0.000990624
4300,8.39844,0.00195312,0.0341125,5.83e-12,1.73943,9,2,3,0.976145,0.00163172,0.000969979
4320,8.4375,0.00195312,0.0341169,5.83711e-12,1.73943,9,2,3,0.976146,0.00159799,0.000949763
4340,8.47656,0.00195312,0.0341213,5.83356e-12,1.73943,9,2,3,0.976147,0.00156494,0.000929965
4360,8.51562,0.00195312,0.0341256,5.83356e-12,1.73943,9,2,3,0.976148,0.00153257,0.000910579
4380,8.55469,0.00195312,0.0341298,5.83356e-12,1.73943,9,2,3,0.97615,0.00150086,0.000891595
4400,8.59375,0.00195312,0.034134,5.83356e-12,1.73943,9,2,3,0.976151,0.0014698,0.000873005
4420,8.63281,0.00195312,0.034138,5.83e-12,1.73943,9,2,3,0.976152,0.00143937,0.0008548
4440,8.67188,0.00195312,0.034142,5.83356e-12,1.73943,9,2,3,0.976153,0.00140956,0.000836974
4460,8.71094,0.00195312,0.0341458,5.83e-12,1.73942,9,2,3,0.976154,0.00138036,0.000819518
4480,8.75,0.00195312,0.0341496,5.83356e-12,1.73942,9,2,3,0.976155,0.00135176,0.000802424
4500,8.78906,0.00195312,0.0341533,5.83711e-12,1.73942,9,2,3,0.976156,0.00132374,0.000785686
4520,8.82812,0.00195312,0.034157,5.83e-12,1.73942,9,2,3,0.976157,0.0012963,0.000769295
4540,8.86719,0.00195312,0.0341605,5.83356e-12,1.73942,9,2,3,0.976158,0.00126942,0.000753245
4560,8.90625,0.00195312,0.034164,5.83e-12,1.73942,9,2,3,0.976159,0.00124309,0.000737528
4580,8.94531,0.00195312,0.0341674,5.83356e-12,1.73942,9,2,3,0.97616,0.00121729,0.000722139
4600,8.98438,0.00195312,0.0341708,5.83e-12,1.73942,9,2,3,0.976161,0.00119203,0.000707069
4620,9.02344,0.00195312,0.034174,5.82645e-12,1.73942,9,2,3,0.976162,0.00116729,0.000692313
4640,9.0625,0.00195312,0.0341773,5.82645e-12,1.73942,9,2,3,0.976163,0.00114305,0.000677863
4660,9.10156,0.00195312,0.0341804,5.83e-12,1.73942,9,2,3,0.976163,0.00111932,0.000663714
4680,9.14062,0.00195312,0.0341835,5.83e-12,1.73942,9,2,3,0.976164,0.00109607,0.00064986
4700,9.17969,0.00195312,0.0341865,5.83e-12,1.73942,9,2,3,0.976165,0.0010733,0.000636294
4720,9.21875,0.00195312,0.0341894,5.82645e-12,1.73942,9,2,3,0.976166,0.001051,0.00062301
4740,9.25781,0.00195312,0.0341923,5.83356e-12,1.73942,9,2,3,0.976167,0.00102915,0.000610003
4760,9.29688,0.00195312,0.0341951,5.83356e-12,1.73942,9,2,3,0.976167,0.00100776,0.000597266
4780,9.33594,0.00195312,0.0341979,5.82645e-12,1.73942,9,2,3,0.976168,0.00098681,0.000584794
4800,9.375,0.00195312,0.0342006,5.82645e-12,1.73942,9,2,3,0.976169,0.00096629,0.000572583
4820,9.41406,0.00195312,0.0342033,5.83e-12,1.73942,9,2,3,0.97617,0.000946193,0.000560625
4840,9.45312,0.00195312,0.0342059,5.83e-12,1.73942,9,2,3,0.97617,0.000926511,0.000548917
4860,9.49219,0.00195312,0.0342084,5.82645e-12,1.73942,9,2,3,0.976171,0.000907236,0.000537453
4880,9.53125,0.00195312,0.0342109,5.83e-12,1.73942,9,2,3,0.976172,0.000888358,0.000526227
4900,9.57031,0.00195312,0.0342134,5.83356e-12,1.73942,9,2,3,0.976172,0.00086987,0.000515235
4920,9.60938,0.00195312,0.0342157,5.8229e-12,1.73942,9,2,3,0.976173,0.000851764,0.000504473
4940,9.64844,0.00195312,0.0342181,5.82645e-12,1.73942,9,2,3,0.976174,0.000834033,0.000493934
4960,9.6875,0.00195312,0.0342204,5.83e-12,1.73942,9,2,3,0.976174,0.000816668,0.000483615
4980,9.72656,0.00195312,0.0342226,5.81935e-12,1.73942,9,2,3,0.976175,0.000799662,0.000473512
5000,9.76562,0.00195312,0.0342248,5.82645e-12,1.73942,9,2,3,0.976176,0.000783008,0.000463619
