step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,area_pos,interface_ymin,interface_ymax,mac_iters,visc_iters,nodal_iters,umax,yc,vc,circularity,pmax_minus_pmin
1720,1.60641,0.00093396,20.2234,5.27089e-11,0.212938,0.195424,0.642223,1.0204,10,3,8,0.463077,0.807778,0.212749,0.909479,1805.4
1730,1.61575,0.00093396,20.2343,5.75873e-11,0.224408,0.195417,0.644484,1.02227,10,3,8,0.464402,0.809771,0.212298,0.908832,1805.37
1740,1.62509,0.00093396,20.2444,2.02338e-11,0.223662,0.19541,0.646716,1.02414,11,3,8,0.465622,0.811763,0.211852,0.908445,1805.34
1750,1.63443,0.00093396,20.2535,2.14206e-11,0.200521,0.1954,0.648935,1.02597,11,3,8,0.466806,0.813752,0.211408,0.908179,1805.31
1760,1.64377,0.00093396,20.2619,1.00875e-11,0.177156,0.195386,0.651165,1.02777,11,3,8,0.468051,0.815735,0.210966,0.90786,1805.28
1770,1.65311,0.00093396,20.2693,1.0254e-11,0.188724,0.195371,0.653417,1.02959,11,3,8,0.469203,0.817712,0.210528,0.907426,1805.24
1780,1.66245,0.00093396,20.2758,2.36779e-11,0.210138,0.19536,0.655652,1.03142,10,3,8,0.47025,0.819681,0.210095,0.906743,1805.2
1790,1.67179,0.00093396,20.2815,4.23372e-11,0.2438,0.195351,0.657864,1.03327,10,3,8,0.471418,0.821648,0.209668,0.9062,1805.16
1800,1.68113,0.00093396,20.2863,4.45111e-11,0.255293,0.195343,0.660051,1.03513,10,3,8,0.472491,0.823615,0.209245,0.905888,1805.13
1810,1.69047,0.00093396,20.2905,4.75096e-11,0.238193,0.19533,0.662231,1.03698,10,3,8,0.473541,0.825583,0.208828,0.905744,1805.1
1820,1.69981,0.00093396,20.294,3.58469e-11,0.194015,0.195311,0.664429,1.03879,10,3,8,0.474599,0.827547,0.208417,0.905481,1805.07
1830,1.70915,0.00093396,20.2967,2.85736e-11,0.162841,0.195292,0.666634,1.04058,10,3,8,0.475631,0.829504,0.20801,0.905133,1805.05
1840,1.71849,0.00093396,20.2985,3.39262e-11,0.176482,0.195278,0.668821,1.04239,10,3,8,0.476661,0.831452,0.207604,0.904727,1805
1850,1.72783,0.00093396,20.2997,6.79456e-12,0.216392,0.195268,0.670985,1.04421,11,3,8,0.477651,0.833394,0.207198,0.904243,1804.95
1860,1.73717,0.00093396,20.3002,4.01457e-11,0.23915,0.195258,0.673131,1.04605,10,3,8,0.478637,0.835337,0.206796,0.90393,1804.9
1870,1.74651,0.00093396,20.3,2.25842e-11,0.230339,0.195245,0.675274,1.04789,10,3,8,0.479661,0.837281,0.206398,0.903854,1804.84
1880,1.75585,0.00093396,20.2993,2.38289e-11,0.207929,0.19523,0.677437,1.04972,10,3,8,0.480676,0.839223,0.206004,0.903769,1804.79
1890,1.76518,0.00093396,20.2977,2.42939e-11,0.186003,0.195216,0.679598,1.05152,10,3,8,0.481647,0.841158,0.205613,0.903542,1804.74
1900,1.77452,0.00093396,20.2955,3.15215e-11,0.149994,0.195204,0.681742,1.0533,10,3,8,0.482542,0.843084,0.205226,0.903223,1804.67
1910,1.78386,0.00093396,20.2927,1.02154e-11,0.189633,0.195195,0.683866,1.0551,11,3,8,0.483359,0.845004,0.204839,0.902866,1804.59
1920,1.7932,0.00093396,20.2895,1.00933e-11,0.212211,0.195186,0.685975,1.05691,11,3,8,0.4841,0.846922,0.204456,0.902547,1804.5
1930,1.80254,0.00093396,20.2858,5.59632e-11,0.206675,0.195176,0.688087,1.05874,10,3,8,0.484763,0.848841,0.204076,0.902482,1804.42
1940,1.81188,0.00093396,20.2816,1.14486e-11,0.206253,0.195166,0.690216,1.06057,11,3,8,0.485643,0.850758,0.2037,0.902482,1804.34
1950,1.82122,0.00093396,20.2767,1.50369e-11,0.198784,0.195159,0.692342,1.06238,11,3,8,0.486461,0.852671,0.203331,0.902406,1804.26
1960,1.83056,0.00093396,20.2714,1.30207e-11,0.173067,0.195151,0.694449,1.06416,11,3,8,0.487204,0.854577,0.202968,0.902257,1804.18
1970,1.8399,0.00093396,20.2658,1.18119e-11,0.174589,0.195143,0.696537,1.06593,11,3,8,0.487871,0.856476,0.202612,0.901984,1804.09
1980,1.84924,0.00093396,20.2598,1.16396e-11,0.198164,0.195134,0.698612,1.06772,11,3,8,0.48846,0.858371,0.202258,0.901747,1804.01
1990,1.85858,0.00093396,20.2535,1.24905e-11,0.215715,0.195124,0.70069,1.06952,11,3,8,0.488973,0.860267,0.201908,0.90161,1803.92
2000,1.86792,0.00093396,20.2468,2.99529e-11,0.225081,0.195115,0.702785,1.07133,11,3,8,0.489548,0.862162,0.201562,0.901709,1803.85
2010,1.87726,0.00093396,20.2397,1.39648e-11,0.22321,0.195109,0.704875,1.07315,11,3,8,0.490221,0.864055,0.201223,0.901787,1803.77
2020,1.8866,0.00093396,20.2322,2.18607e-11,0.197711,0.195102,0.706926,1.07496,11,3,8,0.490815,0.865943,0.200893,0.901785,1803.69
2030,1.89594,0.00093396,20.2245,3.48512e-11,0.168997,0.195096,0.708959,1.07672,11,3,8,0.491333,0.867825,0.200569,0.90169,1803.6
2040,1.90528,0.00093396,20.2166,3.86691e-11,0.194023,0.195088,0.710982,1.07848,11,3,8,0.49177,0.869701,0.200248,0.901492,1803.51
2050,1.91462,0.00093396,20.2085,5.7514e-11,0.214158,0.195078,0.713003,1.08026,11,3,8,0.492131,0.871576,0.19993,0.901402,1803.43
2060,1.92396,0.00093396,20.2002,3.52172e-11,0.231624,0.195069,0.715032,1.08205,11,3,8,0.492436,0.873451,0.199617,0.90147,1803.34
2070,1.9333,0.00093396,20.1916,2.09734e-11,0.233304,0.19506,0.717054,1.08385,11,3,8,0.492957,0.875324,0.199313,0.901679,1803.26
2080,1.94264,0.00093396,20.1827,2.94187e-11,0.20907,0.195052,0.719063,1.08566,11,3,8,0.493397,0.877197,0.199018,0.901809,1803.18
2090,1.95198,0.00093396,20.1738,2.10054e-11,0.166288,0.195045,0.721059,1.08745,11,3,8,0.493759,0.879064,0.198729,0.901877,1803.09
2100,1.96132,0.00093396,20.1647,2.1191e-11,0.19015,0.195038,0.723042,1.08921,11,3,8,0.494039,0.880925,0.198442,0.901886,1803
2110,1.97066,0.00093396,20.1556,1.00142e-11,0.207863,0.19503,0.725021,1.09095,11,3,8,0.494243,0.882782,0.198158,0.90177,1802.91
2120,1.98,0.00093396,20.1463,5.98055e-11,0.229321,0.19502,0.726999,1.09272,10,3,8,0.494362,0.884638,0.19788,0.901817,1802.82
2130,1.98934,0.00093396,20.137,4.20197e-11,0.233431,0.195009,0.728956,1.0945,10,3,8,0.49466,0.886494,0.197611,0.901978,1802.74
2140,1.99867,0.00093396,20.1276,5.39768e-11,0.206236,0.194998,0.730902,1.09629,10,3,8,0.494945,0.888351,0.197352,0.90228,1802.65
2150,2.00801,0.00093396,20.1181,1.68776e-11,0.165465,0.194989,0.73284,1.09809,11,3,8,0.495151,0.890205,0.197098,0.90248,1802.57
2160,2.01735,0.00093396,20.1086,2.18092e-11,0.186705,0.194982,0.734768,1.09987,11,3,8,0.495278,0.892055,0.196846,0.902698,1802.47
2170,2.02669,0.00093396,20.0991,9.08518e-12,0.202774,0.194976,0.73669,1.10162,11,3,8,0.495328,0.893898,0.196596,0.902678,1802.37
2180,2.03603,0.00093396,20.0896,3.72014e-11,0.225909,0.194967,0.738612,1.10336,10,3,8,0.495297,0.895738,0.196355,0.902627,1802.28
2190,2.04537,0.00093396,20.0802,4.18998e-11,0.226867,0.194954,0.740525,1.10511,10,3,8,0.495372,0.897579,0.196122,0.902761,1802.19
2200,2.05471,0.00093396,20.0708,4.60076e-12,0.195931,0.194941,0.742413,1.10688,11,3,8,0.495512,0.89942,0.195898,0.903044,1802.11
2210,2.06405,0.00093396,20.0614,6.07736e-12,0.166028,0.19493,0.744294,1.10866,11,3,8,0.495574,0.90126,0.195678,0.903442,1802.02
2220,2.07339,0.00093396,20.0521,6.50591e-12,0.18455,0.194923,0.746168,1.11045,11,3,8,0.495562,0.903098,0.195459,0.90379,1801.91
2230,2.08273,0.00093396,20.0428,1.67084e-11,0.202447,0.194916,0.748037,1.11223,11,3,8,0.495474,0.904932,0.195245,0.903935,1801.82
2240,2.09207,0.00093396,20.0337,1.62919e-11,0.222967,0.194908,0.749902,1.11397,11,3,8,0.495308,0.906762,0.195039,0.903903,1801.72
2250,2.10141,0.00093396,20.0247,5.64704e-11,0.217586,0.194896,0.751742,1.1157,10,3,8,0.495206,0.90859,0.194842,0.903885,1801.62
2260,2.11075,0.00093396,20.0159,1.1509e-11,0.181056,0.194882,0.753578,1.11744,11,3,8,0.495218,0.910417,0.194653,0.904209,1801.54
2270,2.12009,0.00093396,20.0071,1.03215e-11,0.168385,0.19487,0.755407,1.1192,11,3,8,0.495156,0.912242,0.194466,0.904602,1801.45
2280,2.12943,0.00093396,19.9985,3.26015e-11,0.180608,0.194863,0.757231,1.12097,10,3,8,0.495024,0.914067,0.19428,0.905115,1801.35
2290,2.13877,0.00093396,19.9899,3.89946e-11,0.204179,0.194857,0.759036,1.12275,10,3,8,0.494819,0.915891,0.1941,0.905353,1801.24
2300,2.14811,0.00093396,19.9817,4.12625e-11,0.219067,0.194846,0.760828,1.12452,10,3,8,0.49454,0.917714,0.19393,0.905455,1801.14
2310,2.15745,0.00093396,19.9736,5.40057e-11,0.205771,0.194833,0.762617,1.12626,10,3,8,0.494314,0.919536,0.193769,0.905424,1801.05
2320,2.16679,0.00093396,19.9658,6.98108e-12,0.162384,0.194821,0.764405,1.12798,11,3,8,0.49422,0.921353,0.193613,0.905597,1800.96
2330,2.17613,0.00093396,19.9581,6.38378e-12,0.171145,0.194811,0.766171,1.12971,11,3,8,0.494057,0.923166,0.193458,0.906067,1800.86
2340,2.18547,0.00093396,19.9506,7.05658e-12,0.179805,0.194804,0.767926,1.13146,11,3,8,0.493828,0.924978,0.193304,0.906506,1800.76
2350,2.19481,0.00093396,19.9432,1.20415e-11,0.205373,0.194797,0.769679,1.13323,11,3,8,0.493529,0.92679,0.193158,0.906924,1800.66
2360,2.20415,0.00093396,19.9362,1.37934e-11,0.213122,0.194787,0.77142,1.135,11,3,8,0.493159,0.928605,0.193021,0.907116,1800.56
2370,2.21349,0.00093396,19.9295,1.14553e-11,0.191159,0.194773,0.773148,1.13677,11,3,8,0.492861,0.930421,0.192894,0.907163,1800.47
2380,2.22283,0.00093396,19.923,1.23812e-11,0.146029,0.194761,0.774873,1.1385,11,3,8,0.492683,0.932234,0.19277,0.907301,1800.38
2390,2.23217,0.00093396,19.9167,1.32632e-11,0.172818,0.194753,0.776585,1.14022,11,3,8,0.492443,0.934041,0.192645,0.90761,1800.28
2400,2.2415,0.00093396,19.9106,9.44356e-12,0.185162,0.194747,0.778281,1.14194,11,3,8,0.49214,0.935843,0.192524,0.908102,1800.18
2410,2.25084,0.00093396,19.9048,8.60112e-12,0.204358,0.194739,0.779975,1.14368,11,3,8,0.491771,0.937645,0.19241,0.908478,1800.08
2420,2.26018,0.00093396,19.8993,9.21041e-12,0.204438,0.194729,0.781653,1.14544,11,3,8,0.491333,0.93945,0.192306,0.908839,1799.99
2430,2.26952,0.00093396,19.8942,6.08891e-12,0.174599,0.194717,0.783331,1.1472,11,3,8,0.491007,0.941258,0.192209,0.908974,1799.9
2440,2.27886,0.00093396,19.8893,3.66205e-11,0.15164,0.194706,0.784997,1.14897,10,3,8,0.49077,0.943065,0.192114,0.909117,1799.81
2450,2.2882,0.00093396,19.8847,2.4289e-11,0.172008,0.194698,0.78666,1.15071,10,3,8,0.490475,0.944869,0.19202,0.909328,1799.71
2460,2.29754,0.00093396,19.8803,1.8503e-11,0.188297,0.194691,0.788306,1.15241,10,3,8,0.490119,0.946669,0.19193,0.909679,1799.62
2470,2.30688,0.00093396,19.8763,2.69607e-11,0.200822,0.194684,0.78994,1.15413,10,3,8,0.489702,0.948466,0.191847,0.910152,1799.52
2480,2.31622,0.00093396,19.8726,2.29639e-11,0.192016,0.194674,0.791564,1.15586,10,3,8,0.489219,0.950263,0.191772,0.910467,1799.43
2490,2.32556,0.00093396,19.8693,2.15898e-11,0.155522,0.194663,0.793182,1.15761,10,3,8,0.488899,0.952062,0.191704,0.910781,1799.35
2500,2.3349,0.00093396,19.8662,3.77756e-11,0.154534,0.194656,0.794795,1.15937,10,3,8,0.488624,0.953861,0.191636,0.910984,1799.25
2510,2.34424,0.00093396,19.8635,3.41771e-11,0.169687,0.194649,0.796404,1.16113,10,3,8,0.488295,0.95566,0.191571,0.911123,1799.17
2520,2.35358,0.00093396,19.861,4.47078e-11,0.188419,0.194642,0.798012,1.16287,10,3,8,0.487908,0.957459,0.19151,0.911326,1799.07
2530,2.36292,0.00093396,19.8589,4.34763e-12,0.193962,0.194633,0.799617,1.16458,11,3,8,0.487461,0.959257,0.191456,0.91169,1798.98
2540,2.37226,0.00093396,19.8572,9.38449e-12,0.177983,0.194622,0.801216,1.16629,11,3,8,0.486953,0.961053,0.191409,0.91214,1798.9
2550,2.3816,0.00093396,19.8559,8.98726e-12,0.135654,0.194613,0.802808,1.16802,11,3,8,0.486668,0.962845,0.191366,0.912442,1798.82
2560,2.39094,0.00093396,19.8548,4.58233e-11,0.154423,0.194608,0.804405,1.16976,10,3,8,0.486374,0.964637,0.191323,0.912811,1798.73
2570,2.40028,0.00093396,19.854,1.21636e-11,0.172976,0.194603,0.806007,1.17151,11,3,8,0.486029,0.96643,0.191284,0.912924,1798.65
2580,2.40962,0.00093396,19.8536,1.28075e-11,0.185702,0.194596,0.807615,1.17327,11,3,8,0.485628,0.968225,0.191251,0.912975,1798.56
2590,2.41896,0.00093396,19.8535,2.92988e-11,0.184137,0.194589,0.809228,1.17501,11,3,8,0.485169,0.970022,0.191223,0.913202,1798.48
2600,2.4283,0.00093396,19.8539,2.76201e-11,0.163148,0.194579,0.810844,1.17672,11,3,8,0.484669,0.97182,0.1912,0.913611,1798.4
2610,2.43764,0.00093396,19.8545,1.85807e-11,0.125954,0.19457,0.812459,1.17843,11,3,8,0.484421,0.973613,0.19118,0.914074,1798.32
2620,2.44698,0.00093396,19.8555,5.99312e-11,0.156179,0.194564,0.814068,1.18015,10,3,8,0.484125,0.975402,0.191161,0.914443,1798.25
2630,2.45632,0.00093396,19.8568,9.51239e-12,0.173706,0.194559,0.815675,1.18189,11,3,8,0.483779,0.97719,0.191145,0.914639,1798.17
2640,2.46566,0.00093396,19.8585,3.37308e-11,0.180029,0.194553,0.817288,1.18364,11,3,8,0.483379,0.978982,0.191136,0.914621,1798.1
2650,2.47499,0.00093396,19.8605,9.94582e-12,0.173429,0.194547,0.818908,1.18539,11,3,8,0.482925,0.980776,0.191131,0.914684,1798.03
2660,2.48433,0.00093396,19.8628,1.27987e-11,0.14885,0.19454,0.820535,1.18714,11,3,8,0.482486,0.982572,0.191129,0.914989,1797.95
2670,2.49367,0.00093396,19.8656,6.99441e-12,0.131831,0.194533,0.822167,1.18885,11,3,8,0.482246,0.984368,0.19113,0.915479,1797.88
2680,2.50301,0.00093396,19.8686,1.36868e-11,0.159596,0.194527,0.823803,1.19056,11,3,8,0.48196,0.986159,0.191132,0.915932,1797.81
2690,2.51235,0.00093396,19.872,1.14753e-11,0.171816,0.19452,0.825438,1.19227,11,3,8,0.481627,0.987948,0.191137,0.916177,1797.75
2700,2.52169,0.00093396,19.8757,2.82552e-11,0.171932,0.194514,0.827068,1.194,11,3,8,0.481242,0.989738,0.191147,0.916168,1797.69
2710,2.53103,0.00093396,19.8798,2.04792e-11,0.163079,0.194508,0.8287,1.19575,11,3,8,0.480805,0.991529,0.191161,0.916141,1797.63
2720,2.54037,0.00093396,19.8842,3.1477e-11,0.137228,0.194502,0.830341,1.1975,11,3,8,0.480429,0.993323,0.191179,0.916259,1797.56
2730,2.54971,0.00093396,19.8889,4.02833e-11,0.133957,0.194497,0.831988,1.19925,11,3,8,0.480208,0.995118,0.191198,0.916732,1797.5
2740,2.55905,0.00093396,19.894,3.0429e-11,0.159923,0.194494,0.833643,1.20098,11,3,8,0.479944,0.996913,0.191218,0.917189,1797.44
2750,2.56839,0.00093396,19.8993,2.10072e-11,0.167566,0.194489,0.835304,1.20268,11,3,8,0.479633,0.998706,0.19124,0.917517,1797.38
2760,2.57773,0.00093396,19.9051,1.11533e-11,0.163654,0.19448,0.836968,1.20439,11,3,8,0.479275,1.0005,0.191266,0.917564,1797.33
2770,2.58707,0.00093396,19.9112,8.36664e-12,0.154135,0.194472,0.83863,1.20612,11,3,8,0.478865,1.00229,0.191296,0.917496,1797.29
2780,2.59641,0.00093396,19.9175,4.22062e-11,0.129335,0.194466,0.84029,1.20786,10,3,8,0.478548,1.00408,0.191329,0.917496,1797.24
2790,2.60575,0.00093396,19.9241,7.1454e-12,0.132613,0.194462,0.841956,1.20961,11,3,8,0.478355,1.00588,0.191363,0.917809,1797.18
2800,2.61509,0.00093396,19.9311,8.78631e-12,0.157066,0.19446,0.843631,1.21137,11,3,8,0.478121,1.00767,0.191398,0.918255,1797.13
2810,2.62443,0.00093396,19.9383,1.39289e-11,0.162504,0.194458,0.845314,1.2131,11,3,8,0.477842,1.00947,0.191434,0.918596,1797.09
2820,2.63377,0.00093396,19.9459,2.05924e-11,0.158207,0.194452,0.847003,1.2148,11,3,8,0.477518,1.01126,0.191472,0.918764,1797.04
2830,2.64311,0.00093396,19.9539,1.49125e-11,0.147255,0.194442,0.848698,1.21651,11,3,8,0.477145,1.01306,0.191515,0.918728,1797.01
2840,2.65245,0.00093396,19.9621,1.20117e-11,0.125301,0.194433,0.850394,1.21824,11,3,8,0.476875,1.01485,0.19156,0.918594,1796.97
2850,2.66179,0.00093396,19.9705,2.12781e-11,0.127795,0.194428,0.852088,1.21998,11,3,8,0.476718,1.01665,0.191606,0.918765,1796.93
2860,2.67113,0.00093396,19.9793,1.93898e-11,0.152167,0.194426,0.853786,1.22173,11,3,8,0.476521,1.01844,0.191652,0.91914,1796.89
2870,2.68047,0.00093396,19.9882,4.68101e-11,0.157357,0.194425,0.855492,1.22349,10,3,8,0.476282,1.02024,0.191699,0.919464,1796.86
2880,2.68981,0.00093396,19.9975,5.34239e-12,0.158615,0.194423,0.857206,1.22523,11,3,8,0.475998,1.02204,0.191746,0.9197,1796.82
2890,2.69915,0.00093396,20.007,3.82139e-12,0.152888,0.194416,0.858927,1.22694,11,3,8,0.475668,1.02384,0.191797,0.919749,1796.8
2900,2.70848,0.00093396,20.0169,3.77964e-12,0.130995,0.194406,0.860655,1.22865,11,3,8,0.475432,1.02564,0.191851,0.919624,1796.77
2910,2.71782,0.00093396,20.0271,5.48361e-12,0.119596,0.194397,0.862385,1.23037,11,3,8,0.475317,1.02743,0.191906,0.919565,1796.75
2920,2.72716,0.00093396,20.0374,3.92841e-11,0.1451,0.194394,0.864115,1.23211,10,3,8,0.475162,1.02923,0.19196,0.919838,1796.72
2930,2.7365,0.00093396,20.0479,4.42535e-12,0.15265,0.194392,0.865846,1.23387,11,3,8,0.474967,1.03103,0.192013,0.920161,1796.7
2940,2.74584,0.00093396,20.0587,4.56746e-12,0.156566,0.194391,0.867585,1.23563,11,3,8,0.47473,1.03283,0.192067,0.920372,1796.67
2950,2.75518,0.00093396,20.0697,1.07461e-11,0.158112,0.194388,0.869332,1.23738,11,3,8,0.474448,1.03463,0.192122,0.920534,1796.65
2960,2.76452,0.00093396,20.0809,5.03775e-11,0.144298,0.194381,0.871086,1.2391,10,3,8,0.474227,1.03644,0.192181,0.920454,1796.64
2970,2.77386,0.00093396,20.0925,5.90061e-12,0.114275,0.194371,0.872847,1.2408,11,3,8,0.474158,1.03824,0.192241,0.920328,1796.63
2980,2.7832,0.00093396,20.1043,1.56635e-11,0.134677,0.194363,0.874611,1.24253,11,3,8,0.474051,1.04004,0.192301,0.920351,1796.62
2990,2.79254,0.00093396,20.1161,9.61942e-12,0.147734,0.19436,0.876375,1.24427,11,3,8,0.473904,1.04184,0.192357,0.920629,1796.6
3000,2.80188,0.00093396,20.1282,3.56937e-11,0.150936,0.194359,0.87814,1.24603,10,3,8,0.473717,1.04364,0.192414,0.920893,1796.59
3010,2.81122,0.00093396,20.1404,4.23896e-11,0.159444,0.194357,0.879912,1.24779,10,3,8,0.473487,1.04545,0.192472,0.921016,1796.58
3020,2.82056,0.00093396,20.1528,3.99347e-12,0.154704,0.194353,0.881692,1.24955,11,3,8,0.473263,1.04726,0.192532,0.921085,1796.57
3030,2.8299,0.00093396,20.1655,3.91145e-11,0.134031,0.194346,0.883478,1.25128,10,3,8,0.473243,1.04906,0.192594,0.920902,1796.57
3040,2.83924,0.00093396,20.1784,3.37641e-11,0.121243,0.194337,0.885271,1.25299,10,3,8,0.473186,1.05087,0.192655,0.92083,1796.57
3050,2.84858,0.00093396,20.1914,4.02733e-11,0.141112,0.19433,0.887067,1.25472,10,3,8,0.473091,1.05267,0.192714,0.920898,1796.57
3060,2.85792,0.00093396,20.2045,4.98268e-12,0.143929,0.194328,0.888863,1.25646,11,3,8,0.472955,1.05448,0.192771,0.921153,1796.56
3070,2.86726,0.00093396,20.2177,4.65739e-12,0.15582,0.194326,0.89066,1.25822,11,3,8,0.47278,1.05628,0.192828,0.921353,1796.56
3080,2.8766,0.00093396,20.2311,8.28715e-12,0.159901,0.194323,0.892463,1.25999,11,3,8,0.472564,1.05809,0.192886,0.921402,1796.56
3090,2.88594,0.00093396,20.2447,8.49543e-12,0.15078,0.194317,0.894273,1.26176,11,3,8,0.472565,1.0599,0.192946,0.921359,1796.57
3100,2.89528,0.00093396,20.2584,1.16627e-11,0.125032,0.194311,0.896089,1.2635,11,3,8,0.472559,1.06171,0.193007,0.921139,1796.57
3110,2.90462,0.00093396,20.2722,2.41802e-11,0.129847,0.194303,0.897911,1.26521,11,3,8,0.472518,1.06352,0.193066,0.921115,1796.58
3120,2.91396,0.00093396,20.2861,1.95057e-11,0.14113,0.194297,0.899736,1.26694,11,3,8,0.472436,1.06533,0.193121,0.921209,1796.59
3130,2.9233,0.00093396,20.3001,5.82534e-12,0.146018,0.194295,0.90156,1.26869,11,3,8,0.472318,1.06714,0.193175,0.921438,1796.59
3140,2.93264,0.00093396,20.3142,6.50302e-12,0.158323,0.194292,0.903386,1.27045,11,3,8,0.472156,1.06895,0.193229,0.92156,1796.6
3150,2.94197,0.00093396,20.3283,1.04099e-11,0.159394,0.194288,0.905217,1.27223,11,3,8,0.472111,1.07076,0.193284,0.921528,1796.61
3160,2.95131,0.00093396,20.3426,8.71747e-12,0.147137,0.194282,0.907055,1.274,11,3,8,0.472159,1.07258,0.193341,0.921379,1796.62
3170,2.96065,0.00093396,20.3569,9.53326e-12,0.118906,0.194276,0.908898,1.27575,11,3,8,0.472171,1.07439,0.193398,0.921172,1796.64
3180,2.96999,0.00093396,20.3714,1.15548e-11,0.13425,0.194269,0.910746,1.27748,11,3,8,0.472145,1.07621,0.193451,0.921187,1796.65
3190,2.97933,0.00093396,20.3859,6.31273e-12,0.139781,0.194264,0.912595,1.27921,11,3,8,0.472081,1.07802,0.193501,0.921294,1796.67
3200,2.98867,0.00093396,20.4004,5.05151e-12,0.148834,0.194262,0.914443,1.28096,11,3,8,0.471978,1.07983,0.193549,0.921485,1796.68
3210,2.99801,0.00093396,20.4149,9.68048e-12,0.159498,0.194258,0.916294,1.28273,11,3,8,0.471865,1.08164,0.193597,0.921538,1796.69
3213,3,0.000119666,20.418,1.0999e-11,0.0576601,0.194257,0.916688,1.28311,11,2,9,0.471888,1.08203,0.193606,0.921508,1798.98
