step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,mac_iters,visc_iters,nodal_iters,umax,max_dudt,rms_dudt
5020,26.1458,0.00520833,0.040159,4.78728e-12,1.81765,9,2,4,0.951488,0.000491258,0.000229116
5040,26.25,0.00520833,0.0401619,4.78018e-12,1.81765,9,2,4,0.951489,0.000478281,0.000223061
5060,26.3542,0.00520833,0.0401647,4.78551e-12,1.81765,9,2,4,0.95149,0.000465644,0.000217164
5080,26.4583,0.00520833,0.0401674,4.78551e-12,1.81765,9,2,4,0.951491,0.000453338,0.000211422
5100,26.5625,0.00520833,0.04017,4.78906e-12,1.81765,9,2,4,0.951492,0.000441355,0.00020583
5120,26.6667,0.00520833,0.0401726,4.78195e-12,1.81765,9,2,4,0.951492,0.000429685,0.000200384
5140,26.7708,0.00520833,0.0401751,4.78728e-12,1.81765,9,2,4,0.951493,0.000418319,0.000195081
5160,26.875,0.00520833,0.0401775,4.78728e-12,1.81765,9,2,4,0.951494,0.000407251,0.000189917
5180,26.9792,0.00520833,0.0401799,4.78195e-12,1.81765,9,2,4,0.951495,0.00039647,0.000184887
5200,27.0833,0.00520833,0.0401822,4.78551e-12,1.81765,9,2,4,0.951496,0.000385974,0.00017999
5220,27.1875,0.00520833,0.0401844,4.78551e-12,1.81765,9,2,4,0.951497,0.000375753,0.000175222
5240,27.2917,0.00520833,0.0401866,4.78018e-12,1.81765,9,2,4,0.951498,0.0003658,0.000170579
5260,27.3958,0.00520833,0.0401888,4.78018e-12,1.81765,9,2,4,0.951498,0.000356108,0.000166059
5280,27.5,0.00520833,0.0401908,4.78018e-12,1.81765,9,2,4,0.951499,0.000346671,0.000161658
5300,27.6042,0.00520833,0.0401929,4.78551e-12,1.81765,9,2,4,0.9515,0.000337481,0.000157372
5320,27.7083,0.00520833,0.0401948,4.78018e-12,1.81765,9,2,4,0.951501,0.000328533,0.0001532
5340,27.8125,0.00520833,0.0401967,4.78551e-12,1.81765,9,2,4,0.951501,0.00031982,0.000149138
5360,27.9167,0.00520833,0.0401986,4.78551e-12,1.81765,9,2,4,0.951502,0.000311339,0.000145182
5380,28.0208,0.00520833,0.0402004,4.78018e-12,1.81765,9,2,4,0.951503,0.000303076,0.000141332
5400,28.125,0.00520833,0.0402022,4.78195e-12,1.81765,9,2,4,0.951503,0.000295037,0.000137583
5420,28.2292,0.00520833,0.0402039,4.78195e-12,1.81765,9,2,4,0.951504,0.000287214,0.000133933
5440,28.3333,0.00520833,0.0402056,4.77662e-12,1.81765,9,2,4,0.951504,0.000279597,0.000130379
5460,28.4375,0.00520833,0.0402072,4.77662e-12,1.81765,9,2,4,0.951505,0.000272181,0.00012692
5480,28.5417,0.00520833,0.0402088,4.78195e-12,1.81765,9,2,4,0.951506,0.000264962,0.000123553
5500,28.6458,0.00520833,0.0402103,4.78195e-12,1.81765,9,2,4,0.951506,0.000257933,0.000120274
5520,28.75,0.00520833,0.0402118,4.78018e-12,1.81765,9,2,4,0.951507,0.000251091,0.000117082
5540,28.8542,0.00520833,0.0402133,4.78195e-12,1.81765,9,2,3,0.951507,0.000244429,0.000113976
5560,28.9583,0.00520833,0.0402147,4.78018e-12,1.81765,9,2,3,0.951508,0.000237944,0.000110951
5580,29.0625,0.00520833,0.0402161,4.78195e-12,1.81765,9,2,3,0.951508,0.00023163,0.000108007
5600,29.1667,0.00520833,0.0402175,4.78373e-12,1.81765,9,2,3,0.951509,0.000225484,0.00010514
5620,29.2708,0.00520833,0.0402188,4.7784e-12,1.81765,9,2,3,0.951509,0.0002195,0.00010235
5640,29.375,0.00520833,0.0402201,4.78195e-12,1.81765,9,2,3,0.95151,0.000213675,9.96338e-05
5660,29.4792,0.00520833,0.0402213,4.78551e-12,1.81765,9,2,3,0.95151,0.000208004,9.69896e-05
5680,29.5833,0.00520833,0.0402225,4.77662e-12,1.81765,9,2,3,0.951511,0.000202483,9.44155e-05
5700,29.6875,0.00520833,0.0402237,4.78551e-12,1.81765,9,2,3,0.951511,0.000197109,9.19094e-05
5720,29.7917,0.00520833,0.0402249,4.77662e-12,1.81765,9,2,3,0.951511,0.000191877,8.94701e-05
5740,29.8958,0.00520833,0.040226,4.78018e-12,1.81765,9,2,3,0.951512,0.000186784,8.70954e-05
5760,30,0.00520833,0.0402271,4.78018e-12,1.81765,9,2,3,0.951512,0.000181827,8.47838e-05
5780,30.1042,0.00520833,0.0402281,4.77662e-12,1.81765,9,2,3,0.951513,0.000177,8.25334e-05
5800,30.2083,0.00520833,0.0402292,4.78551e-12,1.81765,9,2,3,0.951513,0.000172301,8.03426e-05
5820,30.3125,0.00520833,0.0402302,4.78195e-12,1.81765,9,2,3,0.951513,0.000167727,7.821e-05
5840,30.4167,0.00520833,0.0402312,4.78373e-12,1.81765,9,2,3,0.951514,0.000163274,7.61338e-05
5860,30.5208,0.00520833,0.0402321,4.78373e-12,1.81765,9,2,3,0.951514,0.000158939,7.41128e-05
5880,30.625,0.00520833,0.0402331,4.78018e-12,1.81765,9,2,3,0.951514,0.000154719,7.21452e-05
5900,30.7292,0.00520833,0.040234,4.77662e-12,1.81765,9,2,3,0.951515,0.000150611,7.02299e-05
5920,30.8333,0.00520833,0.0402348,4.78195e-12,1.81765,9,2,3,0.951515,0.000146612,6.83652e-05
5940,30.9375,0.00520833,0.0402357,4.77662e-12,1.81765,9,2,3,0.951515,0.000142719,6.655e-05
5960,31.0417,0.00520833,0.0402365,4.7784e-12,1.81765,9,2,3,0.951516,0.000138929,6.4783e-05
5980,31.1458,0.00520833,0.0402373,4.7784e-12,1.81765,9,2,3,0.951516,0.000135239,6.30627e-05
6000,31.25,0.00520833,0.0402381,4.78018e-12,1.81765,9,2,3,0.951516,0.000131647,6.13881e-05
6020,31.3542,0.00520833,0.0402389,4.77485e-12,1.81765,9,2,3,0.951517,0.000128151,5.97578e-05
6040,31.4583,0.00520833,0.0402397,4.78195e-12,1.81765,9,2,3,0.951517,0.000124747,5.81707e-05
6060,31.5625,0.00520833,0.0402404,4.78018e-12,1.81765,9,2,3,0.951517,0.000121433,5.66257e-05
6080,31.6667,0.00520833,0.0402411,4.7784e-12,1.81765,9,2,3,0.951517,0.000118207,5.51216e-05
6100,31.7708,0.00520833,0.0402418,4.77662e-12,1.81765,9,2,3,0.951518,0.000115066,5.36574e-05
6120,31.875,0.00520833,0.0402425,4.77485e-12,1.81765,9,2,3,0.951518,0.000112008,5.2232e-05
6140,31.9792,0.00520833,0.0402431,4.78018e-12,1.81765,9,2,3,0.951518,0.000109031,5.08444e-05
6160,32.0833,0.00520833,0.0402437,4.78018e-12,1.81765,9,2,3,0.951518,0.000106134,4.94936e-05
6180,32.1875,0.00520833,0.0402444,4.78018e-12,1.81765,9,2,3,0.951519,0.000103314,4.81785e-05
6200,32.2917,0.00520833,0.040245,4.78018e-12,1.81765,9,2,3,0.951519,0.000100568,4.68984e-05
6205,32.3177,0.00520833,0.0402451,4.78018e-12,1.81765,9,2,3,0.951519,9.98933e-05,4.65837e-05
