step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,mac_iters,visc_iters,nodal_iters,umax,max_dudt,rms_dudt
520,2.70833,0.00520833,0.0200942,4.70912e-12,1.81653,9,3,5,0.948248,0.159469,0.0474082
540,2.8125,0.00520833,0.020394,4.70202e-12,1.8166,9,3,5,0.948174,0.154022,0.0463615
560,2.91667,0.00520833,0.0206888,4.74998e-12,1.81665,9,3,5,0.948081,0.148935,0.0453491
580,3.02083,0.00520833,0.0209792,4.72689e-12,1.81671,9,3,5,0.947979,0.143947,0.0443669
600,3.125,0.00520833,0.0212655,4.76419e-12,1.81676,9,3,5,0.947905,0.139153,0.0434136
620,3.22917,0.00520833,0.021548,4.82636e-12,1.8168,9,3,5,0.947822,0.135017,0.042486
640,3.33333,0.00520833,0.0218269,4.78551e-12,1.81684,9,3,5,0.947732,0.130865,0.0415832
660,3.4375,0.00520833,0.0221027,4.78551e-12,1.81688,9,3,5,0.94764,0.126804,0.0407024
680,3.54167,0.00520833,0.0223753,4.75708e-12,1.81691,9,3,5,0.947562,0.122682,0.0398436
700,3.64583,0.00520833,0.0226451,4.75531e-12,1.81694,9,3,5,0.9475,0.118774,0.0390058
720,3.75,0.00520833,0.0229121,4.82636e-12,1.81697,9,3,5,0.947437,0.115333,0.038187
740,3.85417,0.00520833,0.0231765,4.8086e-12,1.817,9,3,5,0.947375,0.111749,0.0373878
760,3.95833,0.00520833,0.0234384,4.77662e-12,1.81702,9,3,5,0.947314,0.108144,0.0366065
780,4.0625,0.00520833,0.0236979,4.77662e-12,1.81704,9,3,5,0.947255,0.105017,0.0358425
800,4.16667,0.00520833,0.023955,4.81926e-12,1.81706,9,3,5,0.947222,0.101829,0.0350954
820,4.27083,0.00520833,0.0242098,4.80682e-12,1.81708,9,3,5,0.947191,0.0984927,0.0343643
840,4.375,0.00520833,0.0244624,4.82103e-12,1.8171,9,3,5,0.947163,0.095718,0.0336486
860,4.47917,0.00520833,0.0247128,4.82814e-12,1.81712,9,3,5,0.947137,0.0927491,0.0329481
880,4.58333,0.00520833,0.0249611,4.82459e-12,1.81713,9,3,5,0.947114,0.0899284,0.0322617
900,4.6875,0.00520833,0.0252071,4.79261e-12,1.81715,9,3,5,0.947093,0.0872735,0.0315895
920,4.79167,0.00520833,0.0254511,4.79616e-12,1.81716,9,3,5,0.947084,0.0845261,0.0309304
940,4.89583,0.00520833,0.0256929,4.77662e-12,1.81717,9,3,5,0.947087,0.0820996,0.0302847
960,5,0.00520833,0.0259326,4.79261e-12,1.81719,9,3,5,0.947093,0.0794802,0.0296515
980,5.10417,0.00520833,0.0261702,4.76952e-12,1.8172,9,3,5,0.947101,0.0772194,0.0290305
1000,5.20833,0.00520833,0.0264057,4.73221e-12,1.81721,9,3,5,0.947111,0.0747693,0.0284214
1020,5.3125,0.00520833,0.026639,4.69491e-12,1.81722,9,3,5,0.947123,0.0726349,0.027824
1040,5.41667,0.00520833,0.0268702,4.69136e-12,1.81723,9,3,5,0.947137,0.0703667,0.0272378
1060,5.52083,0.00520833,0.0270993,4.71623e-12,1.81724,9,3,5,0.947154,0.0683212,0.0266626
1080,5.625,0.00520833,0.0273261,4.72333e-12,1.81725,9,3,5,0.947187,0.0662696,0.0260981
1100,5.72917,0.00520833,0.0275508,4.72511e-12,1.81726,9,3,5,0.947222,0.0642849,0.0255443
1120,5.83333,0.00520833,0.0277733,4.718e-12,1.81727,9,3,5,0.947258,0.0624065,0.0250008
1140,5.9375,0.00520833,0.0279935,4.7109e-12,1.81728,9,3,5,0.947296,0.0604554,0.0244676
1160,6.04167,0.00520833,0.0282115,4.72333e-12,1.81728,9,3,5,0.947336,0.0587415,0.0239442
1180,6.14583,0.00520833,0.0284272,4.73577e-12,1.81729,9,3,5,0.947376,0.056986,0.0234308
1200,6.25,0.00520833,0.0286407,4.72156e-12,1.8173,9,3,5,0.947418,0.0553026,0.0229271
1220,6.35417,0.00520833,0.0288518,4.69669e-12,1.81731,9,3,5,0.947461,0.0537029,0.022433
1240,6.45833,0.00520833,0.0290606,4.67359e-12,1.81731,9,3,5,0.94751,0.0520871,0.0219486
1260,6.5625,0.00520833,0.0292671,4.67004e-12,1.81732,9,3,5,0.947567,0.050606,0.0214733
1280,6.66667,0.00520833,0.0294712,4.6807e-12,1.81733,9,3,5,0.947624,0.0491484,0.0210073
1300,6.77083,0.00520833,0.0296729,4.65583e-12,1.81734,9,3,5,0.947682,0.0476909,0.0205505
1320,6.875,0.00520833,0.0298722,4.64695e-12,1.81734,9,3,5,0.947741,0.0463555,0.0201028
1340,6.97917,0.00520833,0.0300691,4.63629e-12,1.81735,9,3,5,0.9478,0.0450597,0.0196642
1360,7.08333,0.00520833,0.0302635,4.64695e-12,1.81736,9,3,5,0.947859,0.0437466,0.0192345
1380,7.1875,0.00520833,0.0304555,4.63274e-12,1.81736,9,3,5,0.947918,0.0425362,0.0188135
1400,7.29167,0.00520833,0.0306451,4.61853e-12,1.81737,9,3,5,0.947977,0.041379,0.0184013
1420,7.39583,0.00520833,0.0308321,4.61675e-12,1.81737,9,3,5,0.948036,0.0402246,0.0179978
1440,7.5,0.00520833,0.0310167,4.63096e-12,1.81738,9,3,5,0.948103,0.0390951,0.0176028
1460,7.60417,0.00520833,0.0311988,4.64517e-12,1.81739,9,3,5,0.948171,0.0380826,0.0172164
1480,7.70833,0.00520833,0.0313784,4.62741e-12,1.81739,9,3,5,0.948239,0.037062,0.0168385
1500,7.8125,0.00520833,0.0315554,4.61498e-12,1.8174,9,3,5,0.948307,0.0360607,0.016469
1520,7.91667,0.00520833,0.03173,4.62563e-12,1.8174,9,3,5,0.948374,0.0351167,0.0161077
1540,8.02083,0.00520833,0.031902,4.65228e-12,1.81741,9,3,5,0.94844,0.0342346,0.0157545
1560,8.125,0.00520833,0.0320714,4.65228e-12,1.81741,9,3,5,0.948506,0.0333633,0.0154095
1580,8.22917,0.00520833,0.0322384,4.64873e-12,1.81742,9,3,5,0.948571,0.0324953,0.0150723
1600,8.33333,0.00520833,0.0324028,4.65761e-12,1.81743,9,3,5,0.948635,0.0316828,0.0147431
1620,8.4375,0.00520833,0.0325647,4.67004e-12,1.81743,9,3,5,0.948698,0.0309274,0.0144216
1640,8.54167,0.00520833,0.032724,4.65938e-12,1.81744,9,3,5,0.94876,0.0301766,0.0141077
1660,8.64583,0.00520833,0.0328809,4.65938e-12,1.81744,9,3,5,0.948821,0.0294369,0.0138014
1680,8.75,0.00520833,0.0330352,4.67004e-12,1.81745,9,3,5,0.948888,0.0287137,0.0135024
1700,8.85417,0.00520833,0.0331869,4.66827e-12,1.81745,9,3,5,0.948953,0.0280603,0.0132106
1720,8.95833,0.00520833,0.0333362,4.66471e-12,1.81746,9,3,5,0.949018,0.0274227,0.0129259
1740,9.0625,0.00520833,0.033483,4.67004e-12,1.81746,9,3,5,0.94908,0.0267977,0.0126482
1760,9.16667,0.00520833,0.0336273,4.67537e-12,1.81747,9,3,5,0.949142,0.0261794,0.0123772
1780,9.27083,0.00520833,0.0337692,4.66827e-12,1.81747,9,3,5,0.949202,0.025569,0.0121128
1800,9.375,0.00520833,0.0339085,4.65761e-12,1.81747,9,3,5,0.94926,0.0250117,0.0118549
1820,9.47917,0.00520833,0.0340455,4.64695e-12,1.81748,9,3,5,0.949317,0.024475,0.0116033
1840,9.58333,0.00520833,0.03418,4.6434e-12,1.81748,9,3,5,0.949372,0.0239446,0.0113578
1860,9.6875,0.00520833,0.0343121,4.65761e-12,1.81749,9,3,5,0.949426,0.0234209,0.0111182
1880,9.79167,0.00520833,0.0344418,4.6807e-12,1.81749,9,3,5,0.949478,0.0229068,0.0108843
1900,9.89583,0.00520833,0.0345692,4.68958e-12,1.8175,9,3,5,0.949529,0.0224036,0.0106561
1920,10,0.00520833,0.0346942,4.69669e-12,1.8175,9,3,5,0.949578,0.0219333,0.0104332
1940,10.1042,0.00520833,0.0348169,4.69669e-12,1.8175,9,3,5,0.949626,0.0214814,0.0102156
1960,10.2083,0.00520833,0.0349373,4.69491e-12,1.81751,9,3,5,0.949672,0.0210381,0.010003
1980,10.3125,0.00520833,0.0350554,4.68958e-12,1.81751,9,3,5,0.949717,0.0206002,0.00979526
2000,10.4167,0.00520833,0.0351712,4.68603e-12,1.81751,9,3,5,0.949764,0.0201679,0.0095922
2020,10.5208,0.00520833,0.0352849,4.69491e-12,1.81752,9,3,5,0.94981,0.0197411,0.00939369
2040,10.625,0.00520833,0.0353963,4.69491e-12,1.81752,9,3,5,0.949854,0.0193208,0.00919951
2060,10.7292,0.00520833,0.0355056,4.71267e-12,1.81753,9,3,5,0.949897,0.0189255,0.00900953
2080,10.8333,0.00520833,0.0356128,4.72511e-12,1.81753,9,3,5,0.949939,0.018545,0.00882359
2100,10.9375,0.00520833,0.0357178,4.72333e-12,1.81753,9,3,5,0.949979,0.0181686,0.00864159
2120,11.0417,0.00520833,0.0358207,4.72333e-12,1.81753,9,3,5,0.950018,0.0177968,0.00846329
2140,11.1458,0.00520833,0.0359216,4.73221e-12,1.81754,9,3,5,0.950055,0.0174323,0.0082886
2160,11.25,0.00520833,0.0360205,4.73399e-12,1.81754,9,3,5,0.950091,0.0170726,0.00811742
2180,11.3542,0.00520833,0.0361174,4.72689e-12,1.81754,9,3,5,0.950126,0.0167172,0.00794957
2200,11.4583,0.00520833,0.0362123,4.72511e-12,1.81755,9,3,5,0.95016,0.016366,0.00778496
2220,11.5625,0.00520833,0.0363053,4.72689e-12,1.81755,9,3,5,0.950193,0.0160192,0.00762344
2240,11.6667,0.00520833,0.0363964,4.72156e-12,1.81755,9,3,5,0.950224,0.015696,0.00746495
2260,11.7708,0.00520833,0.0364856,4.73221e-12,1.81755,9,3,5,0.950255,0.0153775,0.00730943
2280,11.875,0.00520833,0.036573,4.72689e-12,1.81756,9,3,5,0.950284,0.0150628,0.00715669
2300,11.9792,0.00520833,0.0366585,4.73044e-12,1.81756,9,3,4,0.950313,0.0147515,0.0070067
2320,12.0833,0.00520833,0.0367423,4.72866e-12,1.81756,9,3,4,0.95034,0.0144438,0.00685938
2340,12.1875,0.00520833,0.0368244,4.72689e-12,1.81756,9,3,4,0.950367,0.0141397,0.00671467
2360,12.2917,0.00520833,0.0369047,4.72689e-12,1.81757,9,3,4,0.950393,0.0138415,0.00657248
2380,12.3958,0.00520833,0.0369833,4.718e-12,1.81757,9,3,4,0.950418,0.0135472,0.00643275
2400,12.5,0.00520833,0.0370603,4.71623e-12,1.81757,9,3,4,0.950442,0.0132564,0.00629544
2420,12.6042,0.00520833,0.0371356,4.7109e-12,1.81757,9,3,4,0.950466,0.0129692,0.00616049
2440,12.7083,0.00520833,0.0372093,4.70557e-12,1.81757,9,3,4,0.950489,0.0126943,0.00602789
2460,12.8125,0.00520833,0.0372815,4.70557e-12,1.81758,9,3,4,0.950512,0.0124281,0.00589757
2480,12.9167,0.00520833,0.0373521,4.70202e-12,1.81758,9,2,4,0.950533,0.0121651,0.00576949
2500,13.0208,0.00520833,0.0374212,4.70379e-12,1.81758,9,2,4,0.950555,0.0119054,0.00564364
2520,13.125,0.00520833,0.0374888,4.70202e-12,1.81758,9,2,4,0.950575,0.0116491,0.00551996
2540,13.2292,0.00520833,0.037555,4.70024e-12,1.81758,9,2,4,0.950595,0.0113962,0.00539842
2560,13.3333,0.00520833,0.0376197,4.70202e-12,1.81758,9,2,4,0.950616,0.0111468,0.00527903
2580,13.4375,0.00520833,0.037683,4.7109e-12,1.81759,9,2,4,0.950637,0.0109009,0.00516173
2600,13.5417,0.00520833,0.0377449,4.70202e-12,1.81759,9,2,4,0.950658,0.010659,0.0050465
2620,13.6458,0.00520833,0.0378055,4.71267e-12,1.81759,9,2,4,0.950678,0.0104217,0.00493333
2640,13.75,0.00520833,0.0378647,4.72156e-12,1.81759,9,2,4,0.950698,0.010188,0.0048222
2660,13.8542,0.00520833,0.0379226,4.72333e-12,1.81759,9,2,4,0.950718,0.00995786,0.00471309
2680,13.9583,0.00520833,0.0379793,4.73221e-12,1.81759,9,2,4,0.950737,0.00973335,0.004606
2700,14.0625,0.00520833,0.0380347,4.73221e-12,1.8176,9,2,4,0.950755,0.00951756,0.0045009
2720,14.1667,0.00520833,0.0380888,4.73577e-12,1.8176,9,2,4,0.950774,0.0093058,0.00439775
2740,14.2708,0.00520833,0.0381418,4.73754e-12,1.8176,9,2,4,0.950792,0.00909729,0.00429657
2760,14.375,0.00520833,0.0381935,4.74465e-12,1.8176,9,2,4,0.950809,0.00889202,0.00419732
2780,14.4792,0.00520833,0.0382441,4.74465e-12,1.8176,9,2,4,0.950826,0.00869013,0.00409998
2800,14.5833,0.00520833,0.0382936,4.74465e-12,1.8176,9,2,4,0.950843,0.00849169,0.00400455
2820,14.6875,0.00520833,0.0383419,4.74998e-12,1.8176,9,2,4,0.950859,0.00829664,0.00391102
2840,14.7917,0.00520833,0.0383891,4.75886e-12,1.8176,9,2,4,0.950875,0.00810486,0.00381937
2860,14.8958,0.00520833,0.0384353,4.75531e-12,1.81761,9,2,4,0.950891,0.00791648,0.00372956
2880,15,0.00520833,0.0384804,4.75886e-12,1.81761,9,2,4,0.950907,0.00773159,0.00364157
2900,15.1042,0.00520833,0.0385245,4.76064e-12,1.81761,9,2,4,0.950922,0.00755005,0.0035554
2920,15.2083,0.00520833,0.0385675,4.76241e-12,1.81761,9,2,4,0.950936,0.00737283,0.00347102
2940,15.3125,0.00520833,0.0386096,4.76064e-12,1.81761,9,2,4,0.950951,0.00719896,0.0033884
2960,15.4167,0.00520833,0.0386507,4.75886e-12,1.81761,9,2,4,0.950965,0.00702846,0.00330755
2980,15.5208,0.00520833,0.0386908,4.76064e-12,1.81761,9,2,4,0.950979,0.00686136,0.00322843
3000,15.625,0.00520833,0.03873,4.75886e-12,1.81761,9,2,4,0.950992,0.00669757,0.00315102
3020,15.7292,0.00520833,0.0387683,4.76419e-12,1.81761,9,2,4,0.951005,0.00653704,0.00307527
3040,15.8333,0.00520833,0.0388057,4.76952e-12,1.81762,9,2,4,0.951018,0.00638169,0.00300117
3060,15.9375,0.00520833,0.0388422,4.76419e-12,1.81762,9,2,4,0.951031,0.00623072,0.00292871
3080,16.0417,0.00520833,0.0388779,4.76419e-12,1.81762,9,2,4,0.951043,0.00608283,0.00285786
3100,16.1458,0.00520833,0.0389127,4.76774e-12,1.81762,9,2,4,0.951055,0.00593789,0.00278857
3120,16.25,0.00520833,0.0389467,4.77129e-12,1.81762,9,2,4,0.951067,0.0057959,0.00272084
3140,16.3542,0.00520833,0.0389798,4.78018e-12,1.81762,9,2,4,0.951078,0.00565683,0.00265463
3160,16.4583,0.00520833,0.0390122,4.78018e-12,1.81762,9,2,4,0.95109,0.00552065,0.00258992
3180,16.5625,0.00520833,0.0390438,4.78018e-12,1.81762,9,2,4,0.9511,0.00538734,0.00252668
3200,16.6667,0.00520833,0.0390747,4.78373e-12,1.81762,9,2,4,0.951111,0.00525687,0.00246488
3220,16.7708,0.00520833,0.0391048,4.78906e-12,1.81762,9,2,4,0.951121,0.00512923,0.0024045
3240,16.875,0.00520833,0.0391342,4.78906e-12,1.81762,9,2,4,0.951132,0.00500442,0.00234552
3260,16.9792,0.00520833,0.0391629,4.79083e-12,1.81762,9,2,4,0.951141,0.00488234,0.00228789
3280,17.0833,0.00520833,0.0391908,4.79261e-12,1.81763,9,2,4,0.951151,0.00476296,0.0022316
3300,17.1875,0.00520833,0.0392181,4.79794e-12,1.81763,9,2,4,0.95116,0.0046462,0.00217661
3320,17.2917,0.00520833,0.0392448,4.79616e-12,1.81763,9,2,4,0.951169,0.00453213,0.00212289
3340,17.3958,0.00520833,0.0392708,4.80149e-12,1.81763,9,2,4,0.951178,0.00442067,0.00207042
3360,17.5,0.00520833,0.0392961,4.79616e-12,1.81763,9,2,4,0.951187,0.00431174,0.00201918
3380,17.6042,0.00520833,0.0393209,4.80149e-12,1.81763,9,2,4,0.951195,0.00420529,0.00196913
3400,17.7083,0.00520833,0.039345,4.80682e-12,1.81763,9,2,4,0.951204,0.00410127,0.00192025
3420,17.8125,0.00520833,0.0393685,4.80682e-12,1.81763,9,2,4,0.951212,0.0039996,0.00187251
3440,17.9167,0.00520833,0.0393915,4.80682e-12,1.81763,9,2,4,0.95122,0.00390026,0.00182588
3460,18.0208,0.00520833,0.0394139,4.81393e-12,1.81763,9,2,4,0.951227,0.00380338,0.00178036
3480,18.125,0.00520833,0.0394357,4.81926e-12,1.81763,9,2,4,0.951235,0.00370876,0.0017359
3500,18.2292,0.00520833,0.039457,4.8157e-12,1.81763,9,2,4,0.951242,0.00361634,0.0016925
3520,18.3333,0.00520833,0.0394778,4.82281e-12,1.81763,9,2,4,0.951249,0.00352604,0.00165011
3540,18.4375,0.00520833,0.039498,4.81748e-12,1.81763,9,2,4,0.951256,0.00343786,0.00160872
3560,18.5417,0.00520833,0.0395178,4.82281e-12,1.81763,9,2,4,0.951263,0.00335171,0.00156831
3580,18.6458,0.00520833,0.039537,4.81926e-12,1.81763,9,2,4,0.951269,0.00326756,0.00152885
3600,18.75,0.00520833,0.0395558,4.82814e-12,1.81763,9,2,4,0.951276,0.00318537,0.00149034
3620,18.8542,0.00520833,0.0395741,4.81926e-12,1.81763,9,2,4,0.951282,0.00310511,0.00145274
3640,18.9583,0.00520833,0.039592,4.82281e-12,1.81764,9,2,4,0.951288,0.00302675,0.00141603
3660,19.0625,0.00520833,0.0396094,4.82281e-12,1.81764,9,2,4,0.951294,0.00295024,0.00138021
3680,19.1667,0.00520833,0.0396264,4.82281e-12,1.81764,9,2,4,0.9513,0.00287557,0.00134523
3700,19.2708,0.00520833,0.0396429,4.81748e-12,1.81764,9,2,4,0.951305,0.00280266,0.00131109
3720,19.375,0.00520833,0.039659,4.81748e-12,1.81764,9,2,4,0.951311,0.0027315,0.00127776
3740,19.4792,0.00520833,0.0396748,4.8157e-12,1.81764,9,2,4,0.951316,0.00266204,0.00124523
3760,19.5833,0.00520833,0.0396901,4.81215e-12,1.81764,9,2,4,0.951322,0.00259426,0.00121349
3780,19.6875,0.00520833,0.039705,4.8157e-12,1.81764,9,2,4,0.951327,0.00252806,0.00118251
3800,19.7917,0.00520833,0.0397196,4.81215e-12,1.81764,9,2,4,0.951332,0.00246343,0.00115228
3820,19.8958,0.00520833,0.0397338,4.80682e-12,1.81764,9,2,4,0.951337,0.00240035,0.00112278
3840,20,0.00520833,0.0397476,4.80682e-12,1.81764,9,2,4,0.951341,0.00233879,0.001094
3860,20.1042,0.00520833,0.0397611,4.80149e-12,1.81764,9,2,4,0.951346,0.00227898,0.00106593
3880,20.2083,0.00520833,0.0397742,4.80149e-12,1.81764,9,2,4,0.951351,0.00222064,0.00103853
3900,20.3125,0.00520833,0.039787,4.80149e-12,1.81764,9,2,4,0.951355,0.00216379,0.00101182
3920,20.4167,0.00520833,0.0397995,4.80682e-12,1.81764,9,2,4,0.951359,0.00210833,0.00098575
3940,20.5208,0.00520833,0.0398117,4.79616e-12,1.81764,9,2,4,0.951364,0.00205423,0.000960326
3960,20.625,0.00520833,0.0398235,4.80327e-12,1.81764,9,2,4,0.951368,0.00200146,0.000935531
3980,20.7292,0.00520833,0.0398351,4.80149e-12,1.81764,9,2,4,0.951372,0.00194998,0.000911351
4000,20.8333,0.00520833,0.0398464,4.80149e-12,1.81764,9,2,4,0.951376,0.00189977,0.000887773
4020,20.9375,0.00520833,0.0398573,4.79794e-12,1.81764,9,2,4,0.95138,0.0018508,0.000864783
4040,21.0417,0.00520833,0.039868,4.79439e-12,1.81764,9,2,4,0.951384,0.00180303,0.000842368
4060,21.1458,0.00520833,0.0398784,4.79616e-12,1.81764,9,2,4,0.951387,0.00175644,0.000820516
4080,21.25,0.00520833,0.0398886,4.79616e-12,1.81764,9,2,4,0.951391,0.001711,0.000799212
4100,21.3542,0.00520833,0.0398985,4.79083e-12,1.81764,9,2,4,0.951394,0.00166669,0.000778443
4120,21.4583,0.00520833,0.0399081,4.79616e-12,1.81764,9,2,4,0.951398,0.0016235,0.000758199
4140,21.5625,0.00520833,0.0399175,4.79616e-12,1.81764,9,2,4,0.951401,0.00158139,0.000738466
4160,21.6667,0.00520833,0.0399266,4.79794e-12,1.81764,9,2,4,0.951404,0.00154035,0.000719235
4180,21.7708,0.00520833,0.0399355,4.79972e-12,1.81764,9,2,4,0.951407,0.00150034,0.000700493
4200,21.875,0.00520833,0.0399442,4.79261e-12,1.81764,9,2,4,0.951411,0.00146135,0.000682229
4220,21.9792,0.00520833,0.0399527,4.78728e-12,1.81764,9,2,4,0.951414,0.00142335,0.000664431
4240,22.0833,0.00520833,0.0399609,4.79083e-12,1.81764,9,2,4,0.951416,0.00138631,0.000647089
4260,22.1875,0.00520833,0.0399689,4.79083e-12,1.81764,9,2,4,0.951419,0.0013502,0.000630191
4280,22.2917,0.00520833,0.0399768,4.79261e-12,1.81764,9,2,4,0.951422,0.00131502,0.000613727
4300,22.3958,0.00520833,0.0399844,4.79083e-12,1.81764,9,2,4,0.951425,0.00128072,0.000597686
4320,22.5,0.00520833,0.0399918,4.79083e-12,1.81764,9,2,4,0.951427,0.00124731,0.00058206
4340,22.6042,0.00520833,0.039999,4.79616e-12,1.81764,9,2,4,0.95143,0.00121474,0.000566836
4360,22.7083,0.00520833,0.0400061,4.78728e-12,1.81764,9,2,4,0.951433,0.00118301,0.000552005
4380,22.8125,0.00520833,0.0400129,4.79083e-12,1.81764,9,2,4,0.951435,0.0011521,0.000537557
4400,22.9167,0.00520833,0.0400196,4.79439e-12,1.81765,9,2,4,0.951437,0.00112198,0.000523481
4420,23.0208,0.00520833,0.0400261,4.79261e-12,1.81765,9,2,4,0.95144,0.00109264,0.00050977
4440,23.125,0.00520833,0.0400324,4.78728e-12,1.81765,9,2,4,0.951442,0.00106405,0.000496414
4460,23.2292,0.00520833,0.0400386,4.78551e-12,1.81765,9,2,4,0.951444,0.00103619,0.000483405
4480,23.3333,0.00520833,0.0400446,4.79439e-12,1.81765,9,2,4,0.951446,0.00100906,0.000470732
4500,23.4375,0.00520833,0.0400505,4.78906e-12,1.81765,9,2,4,0.951449,0.00098262,0.000458389
4520,23.5417,0.00520833,0.0400562,4.78728e-12,1.81765,9,2,4,0.951451,0.000956868,0.000446366
4540,23.6458,0.00520833,0.0400617,4.79616e-12,1.81765,9,2,4,0.951453,0.00093178,0.000434656
4560,23.75,0.00520833,0.0400671,4.79083e-12,1.81765,9,2,4,0.951454,0.000907339,0.000423251
4580,23.8542,0.00520833,0.0400724,4.78728e-12,1.81765,9,2,4,0.951456,0.000883533,0.000412142
4600,23.9583,0.00520833,0.0400775,4.78195e-12,1.81765,9,2,4,0.951458,0.000860346,0.000401321
4620,24.0625,0.00520833,0.0400825,4.78195e-12,1.81765,9,2,4,0.95146,0.00083776,0.00039078
4640,24.1667,0.00520833,0.0400874,4.78551e-12,1.81765,9,2,4,0.951462,0.000815758,0.000380514
4660,24.2708,0.00520833,0.0400921,4.78906e-12,1.81765,9,2,4,0.951463,0.000794328,0.000370515
4680,24.375,0.00520833,0.0400967,4.78728e-12,1.81765,9,2,4,0.951465,0.000773457,0.000360776
4700,24.4792,0.00520833,0.0401012,4.78551e-12,1.81765,9,2,4,0.951467,0.000753129,0.000351291
4720,24.5833,0.00520833,0.0401056,4.78018e-12,1.81765,9,2,4,0.951468,0.000733328,0.000342051
4740,24.6875,0.00520833,0.0401099,4.78195e-12,1.81765,9,2,4,0.95147,0.000714041,0.000333053
4760,24.7917,0.00520833,0.040114,4.78551e-12,1.81765,9,2,4,0.951471,0.000695254,0.000324289
4780,24.8958,0.00520833,0.0401181,4.78195e-12,1.81765,9,2,4,0.951473,0.000676957,0.000315753
4800,25,0.00520833,0.040122,4.78906e-12,1.81765,9,2,4,0.951474,0.000659136,0.000307439
4820,25.1042,0.00520833,0.0401258,4.78195e-12,1.81765,9,2,4,0.951476,0.000641779,0.000299341
4840,25.2083,0.00520833,0.0401296,4.78195e-12,1.81765,9,2,4,0.951477,0.000624874,0.000291454
4860,25.3125,0.00520833,0.0401332,4.78018e-12,1.81765,9,2,4,0.951478,0.00060841,0.000283774
4880,25.4167,0.00520833,0.0401367,4.78195e-12,1.81765,9,2,4,0.951479,0.000592375,0.000276293
4900,25.5208,0.00520833,0.0401402,4.78195e-12,1.81765,9,2,4,0.951481,0.000576759,0.000269007
4920,25.625,0.00520833,0.0401435,4.78728e-12,1.81765,9,2,4,0.951482,0.00056155,0.000261912
4940,25.7292,0.00520833,0.0401468,4.78728e-12,1.81765,9,2,4,0.951483,0.000546738,0.000255001
4960,25.8333,0.00520833,0.04015,4.78551e-12,1.81765,9,2,4,0.951484,0.000532313,0.000248271
4980,25.9375,0.00520833,0.0401531,4.78551e-12,1.81765,9,2,4,0.951485,0.000518264,0.000241717
5000,26.0417,0.00520833,0.0401561,4.78551e-12,1.81765,9,2,4,0.951486,0.000504583,0.000235333
