step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,area_pos,interface_ymin,interface_ymax,mac_iters,visc_iters,nodal_iters,umax,yc,vc,circularity,pmax_minus_pmin
0,0,0,0,0.00244923,0,0.5,0.5,0.5,5000,4,7,0,0.749854,0,2.50663,4909.91
10,0.282202,0.0282202,5.88916e-23,5.98073e-10,1.39268e-09,0.5,0.5,0.5,5000,4,0,1.29197e-11,0.749854,8.81747e-13,2.50663,4909.9
18,0.5,0.0202561,5.00501e-23,1.02728e-09,4.95337e-10,0.5,0.5,0.5,5000,3,1,6.40021e-12,0.749854,-1.66894e-13,2.50663,4909.9
